unicode_id,allograph_sign,compound_form,component_position,allograph_ucun,allographCompound_cun,allographCompound_useq,signList_analogue
U+12228,|KA×ME|,|KA.ME|,2,𒈨,𒅗𒈨,U+12157; U+12228,LAK334 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY019 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL326 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES187 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL147 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL147 [Hittite period (~1650–1180 BCE) | Hittite]; KWU426 [Ur III (~2112–2004 BCE) | Administrative]; MZL061 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE171 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP198 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA032 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12157,|KA×NE|,|KA.NE|,1,𒅗,𒅗𒉈,U+12157; U+12248,ABZL313 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL035 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA022x [Standard Babylonian (any period) | Akkado-Babylonian]
U+12248,|KA×NE|,|KA.NE|,2,𒉈,𒅗𒉈,U+12157; U+12248,ABZL313 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL035 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA022x [Standard Babylonian (any period) | Akkado-Babylonian]
U+12157,|KA×SAR|,|KA.SAR|,1,𒅗,𒅗𒊬,U+12157; U+122AC,LAK325 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL324 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU235 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU424 [Ur III (~2112–2004 BCE) | Administrative]; MZL045 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP207 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA021 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122AC,|KA×SAR|,|KA.SAR|,2,𒊬,𒅗𒊬,U+12157; U+122AC,LAK325 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL324 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU235 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU424 [Ur III (~2112–2004 BCE) | Administrative]; MZL045 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP207 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA021 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122BA,|KA×ŠE|,|ŠE.KA|,1,𒊺,𒊺𒅗,U+122BA; U+12157,LAK322 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL323 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL145 [Hittite period (~1650–1180 BCE) | Hittite]; KWU423 [Ur III (~2112–2004 BCE) | Administrative]; MZL050 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP205 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA027 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12157,|KA×ŠE|,|ŠE.KA|,2,𒅗,𒊺𒅗,U+122BA; U+12157,LAK322 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL323 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL145 [Hittite period (~1650–1180 BCE) | Hittite]; KWU423 [Ur III (~2112–2004 BCE) | Administrative]; MZL050 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP205 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA027 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12157,|KA×TAR|,|KA.TAR|,1,𒅗,𒅗𒋻,U+12157; U+122FB,
U+122FB,|KA×TAR|,|KA.TAR|,2,𒋻,𒅗𒋻,U+12157; U+122FB,
U+12157,|KA×X|,|KA.X|,1,𒅗,𒅗X,U+12157; O,
O,|KA×X|,|KA.X|,2,,𒅗X,U+12157; O,
U+12195,|KAK.GIŠ|,|KAK+DIŠ|,1,𒆕,𒆕𒁹,U+12195; U+12079,LAK505 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES260 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE217 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+12079,|KAK.GIŠ|,|KAK+DIŠ|,2,𒁹,𒆕𒁹,U+12195; U+12079,LAK505 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES260 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE217 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+1219C,|KASKAL.HI×NUN|,|KASKAL.HI|,1,𒆜,𒆜𒄭,U+1219C; U+1212D,MZL306 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA166+398 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1212D,|KASKAL.HI×NUN|,|KASKAL.HI|,2,𒄭,𒆜𒄭,U+1219C; U+1212D,MZL306 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA166+398 [Standard Babylonian (any period) | Akkado-Babylonian]
X,|KASKAL&KASKAL.LAGAB&LAGAB|,|KASKAL&KASKAL.DU&DU.BAD&BAD|,1,,X𒁻󰂅,X; U+1207B; U+F0085,
U+1207B,|KASKAL&KASKAL.LAGAB&LAGAB|,|KASKAL&KASKAL.DU&DU.BAD&BAD|,2,𒁻,X𒁻󰂅,X; U+1207B; U+F0085,
U+F0085,|KASKAL&KASKAL.LAGAB&LAGAB|,|KASKAL&KASKAL.DU&DU.BAD&BAD|,3,,X𒁻󰂅,X; U+1207B; U+F0085,
U+12049,|KI.BI|,|BI.KI|,1,𒁉,𒁉𒆠,U+12049; U+121A0,
U+121A0,|KI.BI|,|BI.KI|,2,𒆠,𒁉𒆠,U+12049; U+121A0,
U+12049,|KI.BI.GAR|,|BI.KI.GAR|,1,𒁉,𒁉𒆠𒃻,U+12049; U+121A0; U+120FB,
U+121A0,|KI.BI.GAR|,|BI.KI.GAR|,2,𒆠,𒁉𒆠𒃻,U+12049; U+121A0; U+120FB,
U+120FB,|KI.BI.GAR|,|BI.KI.GAR|,3,𒃻,𒁉𒆠𒃻,U+12049; U+121A0; U+120FB,
U+121A0,|KI.BI.GAR|,|KI.GAR.BI|,1,𒆠,𒆠𒃻𒁉,U+121A0; U+120FB; U+12049,
U+120FB,|KI.BI.GAR|,|KI.GAR.BI|,2,𒃻,𒆠𒃻𒁉,U+121A0; U+120FB; U+12049,
U+12049,|KI.BI.GAR|,|KI.GAR.BI|,3,𒁉,𒆠𒃻𒁉,U+121A0; U+120FB; U+12049,
U+121A0,|KI.KAL×BAD|,|KI.KAL.BAD|,1,𒆠,𒆠𒆗𒁁,U+121A0; U+12197; U+12041,
U+12197,|KI.KAL×BAD|,|KI.KAL.BAD|,2,𒆗,𒆠𒆗𒁁,U+121A0; U+12197; U+12041,
U+12041,|KI.KAL×BAD|,|KI.KAL.BAD|,3,𒁁,𒆠𒆗𒁁,U+121A0; U+12197; U+12041,
U+121A0,|KI.KAL×BAD|,|KI.KAL.IDIM|,1,𒆠,𒆠𒆗𒅂,U+121A0; U+12197; U+12142,
U+12197,|KI.KAL×BAD|,|KI.KAL.IDIM|,2,𒆗,𒆠𒆗𒅂,U+121A0; U+12197; U+12142,
U+12142,|KI.KAL×BAD|,|KI.KAL.IDIM|,3,𒅂,𒆠𒆗𒅂,U+121A0; U+12197; U+12142,
U+12217,|KI.LUGAL.DU|,|LUGAL.KI.DU|,1,𒈗,𒈗𒆠𒁺,U+12217; U+121A0; U+1207A,
U+121A0,|KI.LUGAL.DU|,|LUGAL.KI.DU|,2,𒆠,𒈗𒆠𒁺,U+12217; U+121A0; U+1207A,
U+1207A,|KI.LUGAL.DU|,|LUGAL.KI.DU|,3,𒁺,𒈗𒆠𒁺,U+12217; U+121A0; U+1207A,
U+121A0,|KI.NE|,|KI.NE@s|,1,𒆠,𒆠𒉋,U+121A0; U+1224B,
U+1224B,|KI.NE|,|KI.NE@s|,2,𒉋,𒆠𒉋,U+121A0; U+1224B,
U+121A0,|KI.SAG.SAL|,|KI.KA.SAL|,1,𒆠,𒆠𒅗𒊩,U+121A0; U+12157; U+122A9,
U+12157,|KI.SAG.SAL|,|KI.KA.SAL|,2,𒅗,𒆠𒅗𒊩,U+121A0; U+12157; U+122A9,
U+122A9,|KI.SAG.SAL|,|KI.KA.SAL|,3,𒊩,𒆠𒅗𒊩,U+121A0; U+12157; U+122A9,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂|,1,𒆠,𒆠𒇻𒂠,U+121A0; U+121FB; U+120A0,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂|,2,𒇻,𒆠𒇻𒂠,U+121A0; U+121FB; U+120A0,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂|,3,𒂠,𒆠𒇻𒂠,U+121A0; U+121FB; U+120A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR|,1,𒆠,𒆠𒇻𒂠𒃻,U+121A0; U+121FB; U+120A0; U+120FB,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR|,2,𒇻,𒆠𒇻𒂠𒃻,U+121A0; U+121FB; U+120A0; U+120FB,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR|,3,𒂠,𒆠𒇻𒂠𒃻,U+121A0; U+121FB; U+120A0; U+120FB,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR|,4,𒃻,𒆠𒇻𒂠𒃻,U+121A0; U+121FB; U+120A0; U+120FB,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR.SU.GAR.RA|,1,𒆠,𒆠𒇻𒂠𒃻𒋢𒃻𒊏,U+121A0; U+121FB; U+120A0; U+120FB; U+122E2; U+120FB; U+1228F,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR.SU.GAR.RA|,2,𒇻,𒆠𒇻𒂠𒃻𒋢𒃻𒊏,U+121A0; U+121FB; U+120A0; U+120FB; U+122E2; U+120FB; U+1228F,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR.SU.GAR.RA|,3,𒂠,𒆠𒇻𒂠𒃻𒋢𒃻𒊏,U+121A0; U+121FB; U+120A0; U+120FB; U+122E2; U+120FB; U+1228F,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR.SU.GAR.RA|,4,𒃻,𒆠𒇻𒂠𒃻𒋢𒃻𒊏,U+121A0; U+121FB; U+120A0; U+120FB; U+122E2; U+120FB; U+1228F,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR.SU.GAR.RA|,5,𒋢,𒆠𒇻𒂠𒃻𒋢𒃻𒊏,U+121A0; U+121FB; U+120A0; U+120FB; U+122E2; U+120FB; U+1228F,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR.SU.GAR.RA|,6,𒃻,𒆠𒇻𒂠𒃻𒋢𒃻𒊏,U+121A0; U+121FB; U+120A0; U+120FB; U+122E2; U+120FB; U+1228F,
U+1228F,|KI.SU.LU.EŠ₂.GAR|,|KI.LU.EŠ₂.GAR.SU.GAR.RA|,7,𒊏,𒆠𒇻𒂠𒃻𒋢𒃻𒊏,U+121A0; U+121FB; U+120A0; U+120FB; U+122E2; U+120FB; U+1228F,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.GAR.RA|,1,𒆠,𒆠𒋢𒃻𒊏,U+121A0; U+122E2; U+120FB; U+1228F,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.GAR.RA|,2,𒋢,𒆠𒋢𒃻𒊏,U+121A0; U+122E2; U+120FB; U+1228F,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.GAR.RA|,3,𒃻,𒆠𒋢𒃻𒊏,U+121A0; U+122E2; U+120FB; U+1228F,
U+1228F,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.GAR.RA|,4,𒊏,𒆠𒋢𒃻𒊏,U+121A0; U+122E2; U+120FB; U+1228F,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂|,1,𒆠,𒆠𒋢𒇻𒂠,U+121A0; U+122E2; U+121FB; U+120A0,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂|,2,𒋢,𒆠𒋢𒇻𒂠,U+121A0; U+122E2; U+121FB; U+120A0,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂|,3,𒇻,𒆠𒋢𒇻𒂠,U+121A0; U+122E2; U+121FB; U+120A0,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂|,4,𒂠,𒆠𒋢𒇻𒂠,U+121A0; U+122E2; U+121FB; U+120A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.KI|,1,𒆠,𒆠𒋢𒇻𒂠𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+121A0,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.KI|,2,𒋢,𒆠𒋢𒇻𒂠𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+121A0,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.KI|,3,𒇻,𒆠𒋢𒇻𒂠𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+121A0,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.KI|,4,𒂠,𒆠𒋢𒇻𒂠𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+121A0,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.KI|,5,𒃻,𒆠𒋢𒇻𒂠𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+121A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.KI|,6,𒆠,𒆠𒋢𒇻𒂠𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+121A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.RA|,1,𒆠,𒆠𒋢𒇻𒂠𒃻𒊏,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+1228F,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.RA|,2,𒋢,𒆠𒋢𒇻𒂠𒃻𒊏,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+1228F,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.RA|,3,𒇻,𒆠𒋢𒇻𒂠𒃻𒊏,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+1228F,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.RA|,4,𒂠,𒆠𒋢𒇻𒂠𒃻𒊏,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+1228F,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.RA|,5,𒃻,𒆠𒋢𒇻𒂠𒃻𒊏,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+1228F,
U+1228F,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.GAR.RA|,6,𒊏,𒆠𒋢𒇻𒂠𒃻𒊏,U+121A0; U+122E2; U+121FB; U+120A0; U+120FB; U+1228F,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.KI.GAR|,1,𒆠,𒆠𒋢𒇻𒂠𒆠𒃻,U+121A0; U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.KI.GAR|,2,𒋢,𒆠𒋢𒇻𒂠𒆠𒃻,U+121A0; U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.KI.GAR|,3,𒇻,𒆠𒋢𒇻𒂠𒆠𒃻,U+121A0; U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.KI.GAR|,4,𒂠,𒆠𒋢𒇻𒂠𒆠𒃻,U+121A0; U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.KI.GAR|,5,𒆠,𒆠𒋢𒇻𒂠𒆠𒃻,U+121A0; U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.EŠ₂.KI.GAR|,6,𒃻,𒆠𒋢𒇻𒂠𒆠𒃻,U+121A0; U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR|,1,𒆠,𒆠𒋢𒇻𒃻,U+121A0; U+122E2; U+121FB; U+120FB,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR|,2,𒋢,𒆠𒋢𒇻𒃻,U+121A0; U+122E2; U+121FB; U+120FB,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR|,3,𒇻,𒆠𒋢𒇻𒃻,U+121A0; U+122E2; U+121FB; U+120FB,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR|,4,𒃻,𒆠𒋢𒇻𒃻,U+121A0; U+122E2; U+121FB; U+120FB,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.EŠ₂|,1,𒆠,𒆠𒋢𒇻𒃻𒂠,U+121A0; U+122E2; U+121FB; U+120FB; U+120A0,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.EŠ₂|,2,𒋢,𒆠𒋢𒇻𒃻𒂠,U+121A0; U+122E2; U+121FB; U+120FB; U+120A0,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.EŠ₂|,3,𒇻,𒆠𒋢𒇻𒃻𒂠,U+121A0; U+122E2; U+121FB; U+120FB; U+120A0,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.EŠ₂|,4,𒃻,𒆠𒋢𒇻𒃻𒂠,U+121A0; U+122E2; U+121FB; U+120FB; U+120A0,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.EŠ₂|,5,𒂠,𒆠𒋢𒇻𒃻𒂠,U+121A0; U+122E2; U+121FB; U+120FB; U+120A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.KI|,1,𒆠,𒆠𒋢𒇻𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120FB; U+121A0,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.KI|,2,𒋢,𒆠𒋢𒇻𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120FB; U+121A0,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.KI|,3,𒇻,𒆠𒋢𒇻𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120FB; U+121A0,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.KI|,4,𒃻,𒆠𒋢𒇻𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120FB; U+121A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.GAR.KI|,5,𒆠,𒆠𒋢𒇻𒃻𒆠,U+121A0; U+122E2; U+121FB; U+120FB; U+121A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.KI.GAR|,1,𒆠,𒆠𒋢𒇻𒆠𒃻,U+121A0; U+122E2; U+121FB; U+121A0; U+120FB,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.KI.GAR|,2,𒋢,𒆠𒋢𒇻𒆠𒃻,U+121A0; U+122E2; U+121FB; U+121A0; U+120FB,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.KI.GAR|,3,𒇻,𒆠𒋢𒇻𒆠𒃻,U+121A0; U+122E2; U+121FB; U+121A0; U+120FB,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.KI.GAR|,4,𒆠,𒆠𒋢𒇻𒆠𒃻,U+121A0; U+122E2; U+121FB; U+121A0; U+120FB,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.KI.GAR|,5,𒃻,𒆠𒋢𒇻𒆠𒃻,U+121A0; U+122E2; U+121FB; U+121A0; U+120FB,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.LAGAB×U.GAR|,1,𒆠,𒆠𒋢𒇻𒇥𒃻,U+121A0; U+122E2; U+121FB; U+121E5; U+120FB,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.LAGAB×U.GAR|,2,𒋢,𒆠𒋢𒇻𒇥𒃻,U+121A0; U+122E2; U+121FB; U+121E5; U+120FB,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.LAGAB×U.GAR|,3,𒇻,𒆠𒋢𒇻𒇥𒃻,U+121A0; U+122E2; U+121FB; U+121E5; U+120FB,
U+121E5,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.LAGAB×U.GAR|,4,𒇥,𒆠𒋢𒇻𒇥𒃻,U+121A0; U+122E2; U+121FB; U+121E5; U+120FB,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.LAGAB×U.GAR|,5,𒃻,𒆠𒋢𒇻𒇥𒃻,U+121A0; U+122E2; U+121FB; U+121E5; U+120FB,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.ŠU.GAR|,1,𒆠,𒆠𒋢𒇻𒋗𒃻,U+121A0; U+122E2; U+121FB; U+122D7; U+120FB,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.ŠU.GAR|,2,𒋢,𒆠𒋢𒇻𒋗𒃻,U+121A0; U+122E2; U+121FB; U+122D7; U+120FB,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.ŠU.GAR|,3,𒇻,𒆠𒋢𒇻𒋗𒃻,U+121A0; U+122E2; U+121FB; U+122D7; U+120FB,
U+122D7,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.ŠU.GAR|,4,𒋗,𒆠𒋢𒇻𒋗𒃻,U+121A0; U+122E2; U+121FB; U+122D7; U+120FB,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.LU.ŠU.GAR|,5,𒃻,𒆠𒋢𒇻𒋗𒃻,U+121A0; U+122E2; U+121FB; U+122D7; U+120FB,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.ZA.LU.EŠ₂|,1,𒆠,𒆠𒋢𒍝𒇻𒂠,U+121A0; U+122E2; U+1235D; U+121FB; U+120A0,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.ZA.LU.EŠ₂|,2,𒋢,𒆠𒋢𒍝𒇻𒂠,U+121A0; U+122E2; U+1235D; U+121FB; U+120A0,
U+1235D,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.ZA.LU.EŠ₂|,3,𒍝,𒆠𒋢𒍝𒇻𒂠,U+121A0; U+122E2; U+1235D; U+121FB; U+120A0,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.ZA.LU.EŠ₂|,4,𒇻,𒆠𒋢𒍝𒇻𒂠,U+121A0; U+122E2; U+1235D; U+121FB; U+120A0,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|KI.SU.ZA.LU.EŠ₂|,5,𒂠,𒆠𒋢𒍝𒇻𒂠,U+121A0; U+122E2; U+1235D; U+121FB; U+120A0,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|LU.EŠ₂.GAR.KI|,1,𒇻,𒇻𒂠𒃻𒆠,U+121FB; U+120A0; U+120FB; U+121A0,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|LU.EŠ₂.GAR.KI|,2,𒂠,𒇻𒂠𒃻𒆠,U+121FB; U+120A0; U+120FB; U+121A0,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|LU.EŠ₂.GAR.KI|,3,𒃻,𒇻𒂠𒃻𒆠,U+121FB; U+120A0; U+120FB; U+121A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|LU.EŠ₂.GAR.KI|,4,𒆠,𒇻𒂠𒃻𒆠,U+121FB; U+120A0; U+120FB; U+121A0,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|SU.KI.LU.EŠ₂.KI|,1,𒋢,𒋢𒆠𒇻𒂠𒆠,U+122E2; U+121A0; U+121FB; U+120A0; U+121A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|SU.KI.LU.EŠ₂.KI|,2,𒆠,𒋢𒆠𒇻𒂠𒆠,U+122E2; U+121A0; U+121FB; U+120A0; U+121A0,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|SU.KI.LU.EŠ₂.KI|,3,𒇻,𒋢𒆠𒇻𒂠𒆠,U+122E2; U+121A0; U+121FB; U+120A0; U+121A0,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|SU.KI.LU.EŠ₂.KI|,4,𒂠,𒋢𒆠𒇻𒂠𒆠,U+122E2; U+121A0; U+121FB; U+120A0; U+121A0,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|SU.KI.LU.EŠ₂.KI|,5,𒆠,𒋢𒆠𒇻𒂠𒆠,U+122E2; U+121A0; U+121FB; U+120A0; U+121A0,
U+122E2,|KI.SU.LU.EŠ₂.GAR|,|SU.LU.EŠ₂.KI.GAR|,1,𒋢,𒋢𒇻𒂠𒆠𒃻,U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+121FB,|KI.SU.LU.EŠ₂.GAR|,|SU.LU.EŠ₂.KI.GAR|,2,𒇻,𒋢𒇻𒂠𒆠𒃻,U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+120A0,|KI.SU.LU.EŠ₂.GAR|,|SU.LU.EŠ₂.KI.GAR|,3,𒂠,𒋢𒇻𒂠𒆠𒃻,U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+121A0,|KI.SU.LU.EŠ₂.GAR|,|SU.LU.EŠ₂.KI.GAR|,4,𒆠,𒋢𒇻𒂠𒆠𒃻,U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
U+120FB,|KI.SU.LU.EŠ₂.GAR|,|SU.LU.EŠ₂.KI.GAR|,5,𒃻,𒋢𒇻𒂠𒆠𒃻,U+122E2; U+121FB; U+120A0; U+121A0; U+120FB,
