unicode_id,allograph_sign,allograph_form,allograph_ucun,allograph_type,graphic_variant_id,compound_form,component_position,allographCompound_cun,allographCompound_useq,signList_analogue
U+12016,|AB₂×TAK₄|,|AB₂.TAK₄|,𒀖,Type_2,compound,|AB₂.TAK₄|,1,𒀖𒋺,U+12016; U+122FA,RSP163 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK406 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; KWU518 [Ur III (~2112–2004 BCE) | Administrative]; MZL673 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA420_8 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122FA,|AB₂×TAK₄|,|AB₂.TAK₄|,𒋺,Type_2,compound,|AB₂.TAK₄|,2,𒀖𒋺,U+12016; U+122FA,RSP163 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK406 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; KWU518 [Ur III (~2112–2004 BCE) | Administrative]; MZL673 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA420_8 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1201C,|AD.KID|,|AD.KID.KID|,𒀜,Type_2,compound,|AD.KID.KID|,1,𒀜𒆤𒆤,U+1201C; U+121A4; U+121A4,RSP228 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+121A4,|AD.KID|,|AD.KID.KID|,𒆤,Type_2,compound,|AD.KID.KID|,2,𒀜𒆤𒆤,U+1201C; U+121A4; U+121A4,RSP228 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+121A4,|AD.KID|,|AD.KID.KID|,𒆤,Type_2,compound,|AD.KID.KID|,3,𒀜𒆤𒆤,U+1201C; U+121A4; U+121A4,RSP228 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1201D,|AK×ERIN₂|,AK,𒀝,Type_1,AKERIN_v1,,,,,LAK087 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY070 [Standard Babylonian (any period) | Akkadian syllabary]; BAU062 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES053 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL045 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU073 [Ur III (~2112–2004 BCE) | Administrative]; MZL127 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE068 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP273 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL053 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL006 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL036 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL082 [Hittite period (~1650–1180 BCE) | Hittite]; KWU072 [Ur III (~2112–2004 BCE) | Administrative]; MZL129 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP383 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA098 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1201F,|AK×ERIN₂|,|AK×(ŠITA.GIŠ)|,𒀟,Type_1,AKERIN_v2,,,,,ABZL053 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL006 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL036 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL082 [Hittite period (~1650–1180 BCE) | Hittite]; KWU072 [Ur III (~2112–2004 BCE) | Administrative]; MZL129 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP383 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA098 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12160,|AK×ERIN₂|,|KA×ERIN₂|,𒅠,Type_1,AKERIN_v3,,,,,ABZL053 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL006 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL036 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL082 [Hittite period (~1650–1180 BCE) | Hittite]; KWU072 [Ur III (~2112–2004 BCE) | Administrative]; MZL129 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP383 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA098 [Standard Babylonian (any period) | Akkado-Babylonian]
U+124FD,|AK×ERIN₂|,LAK493,𒓽,Type_1,AKERIN_v4,,,,,LAK493 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES255 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE144 [Early Dynastic (~2900–2340 BCE) | Ebla]; ABZL053 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL006 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL036 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL082 [Hittite period (~1650–1180 BCE) | Hittite]; KWU072 [Ur III (~2112–2004 BCE) | Administrative]; MZL129 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP383 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA098 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1202B,AMAR,|AMAR×PAP|,𒀫,Type_3,AMAR_v1,,,,,LAK267 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY255 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL367 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU146 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES152 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL120 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL155 [Hittite period (~1650–1180 BCE) | Hittite]; KWU571 [Ur III (~2112–2004 BCE) | Administrative]; MZL695 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE128 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP110 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA437 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA223 [Standard Babylonian (any period) | Akkadian syllabary]
,|AMAR.AMAR|,|AMAR&AMAR|,𒀫𒀫,Type_3,AMARAMAR_v1,,,,,BAU146b [Early Dynastic (~2900–2340 BCE) | Lagash]
U+12313,|AMAR.UD|,|UD.AMAR|,𒌓,Type_2,compound,|UD.AMAR|,1,𒌓𒀫,U+12313; U+1202B,
U+1202B,|AMAR.UD|,|UD.AMAR|,𒀫,Type_2,compound,|UD.AMAR|,2,𒌓𒀫,U+12313; U+1202B,
U+1202D,|3×AN|,|AN.AN.AN|,𒀭,Type_2,compound,|AN.AN.AN|,1,𒀭𒀭𒀭,U+1202D; U+1202D; U+1202D,LAK010 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY095 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL010 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU008 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES006bis [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL051 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU025 [Ur III (~2112–2004 BCE) | Administrative]; MZL247 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE009 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP082 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA083 [Standard Babylonian (any period) | Akkadian syllabary]
U+1202D,|3×AN|,|AN.AN.AN|,𒀭,Type_2,compound,|AN.AN.AN|,2,𒀭𒀭𒀭,U+1202D; U+1202D; U+1202D,LAK010 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY095 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL010 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU008 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES006bis [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL051 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU025 [Ur III (~2112–2004 BCE) | Administrative]; MZL247 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE009 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP082 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA083 [Standard Babylonian (any period) | Akkadian syllabary]
U+1202D,|3×AN|,|AN.AN.AN|,𒀭,Type_2,compound,|AN.AN.AN|,3,𒀭𒀭𒀭,U+1202D; U+1202D; U+1202D,LAK010 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY095 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL010 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU008 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES006bis [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL051 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU025 [Ur III (~2112–2004 BCE) | Administrative]; MZL247 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE009 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP082 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA083 [Standard Babylonian (any period) | Akkadian syllabary]
,|AN.AŠ.AN|,|AN.AN|,𒀭𒀸𒀭,Type_3,ANASAN_v1,,,,,
U+1202D,|AN.AŠ.AN|,|AN.AN.AŠ|,𒀭,Type_2,compound,|AN.AN.AŠ|,1,𒀭𒀭𒀸,U+1202D; U+1202D; U+12038,
U+1202D,|AN.AŠ.AN|,|AN.AN.AŠ|,𒀭,Type_2,compound,|AN.AN.AŠ|,2,𒀭𒀭𒀸,U+1202D; U+1202D; U+12038,
U+12038,|AN.AŠ.AN|,|AN.AN.AŠ|,𒀸,Type_2,compound,|AN.AN.AŠ|,3,𒀭𒀭𒀸,U+1202D; U+1202D; U+12038,
U+12038,|AN.AŠ.AN|,|AŠ.A.AN|,𒀸,Type_2,compound,|AŠ.A.AN|,1,𒀸𒀀𒀭,U+12038; U+12000; U+1202D,
U+12000,|AN.AŠ.AN|,|AŠ.A.AN|,𒀀,Type_2,compound,|AŠ.A.AN|,2,𒀸𒀀𒀭,U+12038; U+12000; U+1202D,
U+1202D,|AN.AŠ.AN|,|AŠ.A.AN|,𒀭,Type_2,compound,|AŠ.A.AN|,3,𒀸𒀀𒀭,U+12038; U+12000; U+1202D,
U+12038,|AN.AŠ.AN|,|AŠ.AN.AŠ|,𒀸,Type_2,compound,|AŠ.AN.AŠ|,1,𒀸𒀭𒀸,U+12038; U+1202D; U+12038,
U+1202D,|AN.AŠ.AN|,|AŠ.AN.AŠ|,𒀭,Type_2,compound,|AŠ.AN.AŠ|,2,𒀸𒀭𒀸,U+12038; U+1202D; U+12038,
U+12038,|AN.AŠ.AN|,|AŠ.AN.AŠ|,𒀸,Type_2,compound,|AŠ.AN.AŠ|,3,𒀸𒀭𒀸,U+12038; U+1202D; U+12038,
U+12038,|AN.AŠ.AN|,|AŠ.AŠ|,𒀸,Type_2,compound,|AŠ.AŠ|,1,𒀸𒀸,U+12038; U+12038,RSP002 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12038,|AN.AŠ.AN|,|AŠ.AŠ|,𒀸,Type_2,compound,|AŠ.AŠ|,2,𒀸𒀸,U+12038; U+12038,RSP002 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
,|AN.AŠ.AN|,|AN&AŠ&AN|,𒀭𒀸𒀭,Type_3,ANASAN_v1,,,,,LAK009^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+1202D,|AN.HU.MI.IM|,|AN.MI.HU|,𒀭,Type_2,compound,|AN.MI.HU|,1,𒀭𒈪𒄷,U+1202D; U+1222A; U+12137,
U+1222A,|AN.HU.MI.IM|,|AN.MI.HU|,𒈪,Type_2,compound,|AN.MI.HU|,2,𒀭𒈪𒄷,U+1202D; U+1222A; U+12137,
U+12137,|AN.HU.MI.IM|,|AN.MI.HU|,𒄷,Type_2,compound,|AN.MI.HU|,3,𒀭𒈪𒄷,U+1202D; U+1222A; U+12137,
U+1202D,|AN.IM.DUGUD|,|AN.DUGUD|,𒀭,Type_2,compound,|AN.DUGUD|,1,𒀭𒂂,U+1202D; U+12082,
U+12082,|AN.IM.DUGUD|,|AN.DUGUD|,𒂂,Type_2,compound,|AN.DUGUD|,2,𒀭𒂂,U+1202D; U+12082,
U+1202D,|AN.IM.MI|,|AN.MI|,𒀭,Type_2,compound,|AN.MI|,1,𒀭𒈪,U+1202D; U+1222A,
U+1222A,|AN.IM.MI|,|AN.MI|,𒈪,Type_2,compound,|AN.MI|,2,𒀭𒈪,U+1202D; U+1222A,
U+1202D,|AN.IM.MI|,|AN.NI₂.MI|,𒀭,Type_2,compound,|AN.NI₂.MI|,1,𒀭𒉎𒈪,U+1202D; U+1224E; U+1222A,
U+1224E,|AN.IM.MI|,|AN.NI₂.MI|,𒉎,Type_2,compound,|AN.NI₂.MI|,2,𒀭𒉎𒈪,U+1202D; U+1224E; U+1222A,
U+1222A,|AN.IM.MI|,|AN.NI₂.MI|,𒈪,Type_2,compound,|AN.NI₂.MI|,3,𒀭𒉎𒈪,U+1202D; U+1224E; U+1222A,
U+1214E,|AN.IM.MI|,|IM.MI|,𒅎,Type_2,compound,|IM.MI|,1,𒅎𒈪,U+1214E; U+1222A,
U+1222A,|AN.IM.MI|,|IM.MI|,𒈪,Type_2,compound,|IM.MI|,2,𒅎𒈪,U+1214E; U+1222A,
U+1202D,|AN.MUŠ₃.AB|,|AN.MUŠ₃.AB@g|,𒀭,Type_2,compound,|AN.MUŠ₃.AB@g|,1,𒀭𒈹𒀕,U+1202D; U+12239; U+12015,
U+12239,|AN.MUŠ₃.AB|,|AN.MUŠ₃.AB@g|,𒈹,Type_2,compound,|AN.MUŠ₃.AB@g|,2,𒀭𒈹𒀕,U+1202D; U+12239; U+12015,
U+12015,|AN.MUŠ₃.AB|,|AN.MUŠ₃.AB@g|,𒀕,Type_2,compound,|AN.MUŠ₃.AB@g|,3,𒀭𒈹𒀕,U+1202D; U+12239; U+12015,
U+12239,|AN.MUŠ₃.AB|,|MUŠ₃.TE.AB@g|,𒈹,Type_2,compound,|MUŠ₃.TE.AB@g|,1,𒈹𒋼𒀕,U+12239; U+122FC; U+12015,
U+122FC,|AN.MUŠ₃.AB|,|MUŠ₃.TE.AB@g|,𒋼,Type_2,compound,|MUŠ₃.TE.AB@g|,2,𒈹𒋼𒀕,U+12239; U+122FC; U+12015,
U+12015,|AN.MUŠ₃.AB|,|MUŠ₃.TE.AB@g|,𒀕,Type_2,compound,|MUŠ₃.TE.AB@g|,3,𒈹𒋼𒀕,U+12239; U+122FC; U+12015,
U+12239,|AN.MUŠ₃.AB|,|MUŠ₃.ZA|,𒈹,Type_2,compound,|MUŠ₃.ZA|,1,𒈹𒍝,U+12239; U+1235D,RSP099 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1235D,|AN.MUŠ₃.AB|,|MUŠ₃.ZA|,𒍝,Type_2,compound,|MUŠ₃.ZA|,2,𒈹𒍝,U+12239; U+1235D,RSP099 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1202D,|AN.NAGA|,|AN.ŠE.NAGA.GAL|,𒀭,Type_2,compound,|AN.ŠE.NAGA.GAL|,1,𒀭𒊺𒉀𒃲,U+1202D; U+122BA; U+12240; U+120F2,
U+122BA,|AN.NAGA|,|AN.ŠE.NAGA.GAL|,𒊺,Type_2,compound,|AN.ŠE.NAGA.GAL|,2,𒀭𒊺𒉀𒃲,U+1202D; U+122BA; U+12240; U+120F2,
U+12240,|AN.NAGA|,|AN.ŠE.NAGA.GAL|,𒉀,Type_2,compound,|AN.ŠE.NAGA.GAL|,3,𒀭𒊺𒉀𒃲,U+1202D; U+122BA; U+12240; U+120F2,
U+120F2,|AN.NAGA|,|AN.ŠE.NAGA.GAL|,𒃲,Type_2,compound,|AN.ŠE.NAGA.GAL|,4,𒀭𒊺𒉀𒃲,U+1202D; U+122BA; U+12240; U+120F2,
U+12030,|(AN.NAGA)@(AN.NAGA)|,|(SUM.IR)@(SUM.IR)|,𒀰,Type_3,ANNAGAAN_v1,,,,,SLLHA165v [Standard Babylonian (any period) | Akkado-Babylonian]
U+122BA,|AN.ŠE.NAGA|,|ŠE.NAGA|,𒊺,Type_2,compound,|ŠE.NAGA|,1,𒊺𒉀,U+122BA; U+12240,GCSL106 [Gudea period (~2100 BCE) | Lagash / Girsu]
U+12240,|AN.ŠE.NAGA|,|ŠE.NAGA|,𒉀,Type_2,compound,|ŠE.NAGA|,2,𒊺𒉀,U+122BA; U+12240,GCSL106 [Gudea period (~2100 BCE) | Lagash / Girsu]
U+12032,ANŠE,KIŠ,𒀲,Type_3,ANSE_v1,,,,,LAK240 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY247 [Standard Babylonian (any period) | Akkadian syllabary]; LAK253 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL292 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU161a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU161c [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES140 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL167 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL302 [Hittite period (~1650–1180 BCE) | Hittite]; KWU460 [Ur III (~2112–2004 BCE) | Administrative]; MZL353 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE134 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP466 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA208 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12032,ANŠE,LAK239,𒀲,Type_3,ANSE_v1,,,,,LAK239 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK253 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL292 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU161a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU161c [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES140 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL167 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL302 [Hittite period (~1650–1180 BCE) | Hittite]; KWU460 [Ur III (~2112–2004 BCE) | Administrative]; MZL353 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE134 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP466 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA208 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12032,ANŠE,LAK240,𒀲,Type_3,ANSE_v1,,,,,GCSL119 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK253 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL292 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU161a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU161c [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES140 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL167 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL302 [Hittite period (~1650–1180 BCE) | Hittite]; KWU460 [Ur III (~2112–2004 BCE) | Administrative]; MZL353 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE134 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP466 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA208 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12032,ANŠE,LAK248@g,𒀲,Type_3,ANSE_v1,,,,,LAK253 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL292 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU161a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU161c [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES140 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL167 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL302 [Hittite period (~1650–1180 BCE) | Hittite]; KWU460 [Ur III (~2112–2004 BCE) | Administrative]; MZL353 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE134 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP466 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA208 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12032,ANŠE,LAK248b,𒀲,Type_3,ANSE_v1,,,,,LAK248^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK253 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL292 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU161a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU161c [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES140 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL167 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL302 [Hittite period (~1650–1180 BCE) | Hittite]; KWU460 [Ur III (~2112–2004 BCE) | Administrative]; MZL353 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE134 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP466 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA208 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1210F,ANŠE,|GIR₃×PA|,𒄏,Type_1,ANSE_v2,,,,,LAK255 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL292 [Old Babylonian (~2000–1600 BCE) | School texts]; LAK253 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU161a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU161c [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES140 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL167 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL302 [Hittite period (~1650–1180 BCE) | Hittite]; KWU460 [Ur III (~2112–2004 BCE) | Administrative]; MZL353 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE134 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP466 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA208 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12034,|ANŠE.ARAD|,|ARAD.ANŠE|,𒀴,Type_2,compound,|ARAD.ANŠE|,1,𒀴𒀲,U+12034; U+12032,
U+12032,|ANŠE.ARAD|,|ARAD.ANŠE|,𒀲,Type_2,compound,|ARAD.ANŠE|,2,𒀴𒀲,U+12034; U+12032,
X,|ANŠE.ARAD|,|LAK248@g.ARAD|,,Type_2,compound,|LAK248@g.ARAD|,1,X𒀴,X; U+12034,
U+12034,|ANŠE.ARAD|,|LAK248@g.ARAD|,𒀴,Type_2,compound,|LAK248@g.ARAD|,2,X𒀴,X; U+12034,
U+12032,|ANŠE.ARAD|,|ANŠE.ARAD×KUR|,𒀲,Type_2,compound,|ANŠE.ARAD×KUR|,1,𒀲𒀵,U+12032; U+12035,
U+12035,|ANŠE.ARAD|,|ANŠE.ARAD×KUR|,𒀵,Type_2,compound,|ANŠE.ARAD×KUR|,2,𒀲𒀵,U+12032; U+12035,
U+12032,|ANŠE.IGI.EŠ₂|,|ANŠE.IGI|,𒀲,Type_2,compound,|ANŠE.IGI|,1,𒀲𒅆,U+12032; U+12146,
U+12146,|ANŠE.IGI.EŠ₂|,|ANŠE.IGI|,𒅆,Type_2,compound,|ANŠE.IGI|,2,𒀲𒅆,U+12032; U+12146,
U+12032,|ANŠE.IGI.EŠ₂|,|ANŠE.IGI.DIB|,𒀲,Type_2,compound,|ANŠE.IGI.DIB|,1,𒀲𒅇,U+12032; U+12147,
U+12147,|ANŠE.IGI.EŠ₂|,|ANŠE.IGI.DIB|,𒅇,Type_2,compound,|ANŠE.IGI.DIB|,2,𒀲𒅇,U+12032; U+12147,
,|ANŠE.IGI.EŠ₂|,|IGI.EŠ₂|,𒀲𒅆𒂠,Type_3,ANSEIGIE_v1,,,,,LAK434 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU244 [Early Dynastic (~2900–2340 BCE) | Lagash]; PTACE204 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+12032,|ANŠE.KUR.RA|,|ANŠE.KUR|,𒀲,Type_2,compound,|ANŠE.KUR|,1,𒀲𒆳,U+12032; U+121B3,
U+121B3,|ANŠE.KUR.RA|,|ANŠE.KUR|,𒆳,Type_2,compound,|ANŠE.KUR|,2,𒀲𒆳,U+12032; U+121B3,
U+12032,|ANŠE.SAL|,|ANŠE×SAL|,𒀲,Type_2,compound,|ANŠE×SAL|,1,𒀲𒍑,U+12032; U+12351,LAK254 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+12351,|ANŠE.SAL|,|ANŠE×SAL|,𒍑,Type_2,compound,|ANŠE×SAL|,2,𒀲𒍑,U+12032; U+12351,LAK254 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+121AA,|ARAD.KU|,|KU.ARAD|,𒆪,Type_2,compound,|KU.ARAD|,1,𒆪𒀴,U+121AA; U+12034,
U+12034,|ARAD.KU|,|KU.ARAD|,𒀴,Type_2,compound,|KU.ARAD|,2,𒆪𒀴,U+121AA; U+12034,
U+12038,AŠ,AŠ@c@90,𒀸,Type_3,AS_v1,,,,,LAK001 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK820^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK839^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK855^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY001 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL001 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU001 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES001 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL001 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL001 [Hittite period (~1650–1180 BCE) | Hittite]; MZL001 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE001 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP001 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA001 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA001 [Standard Babylonian (any period) | Akkadian syllabary]; RSP024 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12038,AŠ,AŠ@c@v,𒀸,Type_3,AS_v1,,,,,LAK001 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK820^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK839^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK855^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY001 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL001 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU001 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES001 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL001 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL001 [Hittite period (~1650–1180 BCE) | Hittite]; MZL001 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE001 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP001 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA001 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA001 [Standard Babylonian (any period) | Akkadian syllabary]; RSP024 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
