unicode_id,allograph_sign,allograph_form,allograph_ucun,signList_analogue
U+12130,|HI×BAD|,|HI×MAŠ|,𒄰,ELLES199 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP312^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+12130,|HI×BAD|,|HI×U|,𒄰,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+12130,|HI×BAD|,KAM@v,𒄰,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+12134,|HI×NUN|,|HI×(U.U.U)|,𒄴,LAK367 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY234 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL280 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES201 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL153 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL332 [Hittite period (~1650–1180 BCE) | Hittite]; KWU485 [Ur III (~2112–2004 BCE) | Administrative]; MZL636 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE175 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA398 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA205 [Standard Babylonian (any period) | Akkadian syllabary]
U+12135,|HI×ŠE|,|HI×KUR|,𒄵,LAK372 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY237 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL287 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU188 [Early Dynastic (~2900–2340 BCE) | Lagash]; HZL334 [Hittite period (~1650–1180 BCE) | Hittite]; MZL643 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA400 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA208 [Standard Babylonian (any period) | Akkadian syllabary]
U+12137,HU,RI,𒄷,LAK075 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY061 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL178a [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE064 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK064 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY052 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL034 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU034 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES040 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL031 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL024 [Hittite period (~1650–1180 BCE) | Hittite]; KWU111 [Ur III (~2112–2004 BCE) | Administrative]; MZL132 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE040 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP406 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA078 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA045 [Standard Babylonian (any period) | Akkadian syllabary]
U+1213F,I,I@t,𒄿,LAK135 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY103 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL192 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU085 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES073 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL217 [Hittite period (~1650–1180 BCE) | Hittite]; KWU230 [Ur III (~2112–2004 BCE) | Administrative]; MZL252 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE091 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA142 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA090 [Standard Babylonian (any period) | Akkadian syllabary]
U+12142,IDIM,BAD,𒅂,LAK016 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY042 [Standard Babylonian (any period) | Akkadian syllabary]; BAU009 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES009 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL010 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL209 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE010 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP048bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK004 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL025 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL113b [Standard Babylonian (any period) | Akkado-Babylonian]; RSP048 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA035 [Standard Babylonian (any period) | Akkadian syllabary]
U+12147,|IGI.DIB|,LAK433,𒅇,LAK433 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK432 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY264 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL239b [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES225 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL186 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL265 [Hittite period (~1650–1180 BCE) | Hittite]; MZL731 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE203 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP070 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA455 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA231 [Standard Babylonian (any period) | Akkadian syllabary]
,|IGI.NAGAR|,NAGAR,𒅆𒉄,LAK512 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY303a [Standard Babylonian (any period) | Akkadian syllabary]; BAU408 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES267 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE222 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP177 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1214E,IM,NI₂,𒅎,LAK377 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU389 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL163 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK376 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY236 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL297 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU388 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES205 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL337 [Hittite period (~1650–1180 BCE) | Hittite]; KWU476 [Ur III (~2112–2004 BCE) | Administrative]; MZL641 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE184 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP331 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA399 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA207 [Standard Babylonian (any period) | Akkadian syllabary]
U+12150,|IM%IM|,|IM&IM|,𒅐,SLLHA399xn [Standard Babylonian (any period) | Akkado-Babylonian]
U+1215D,|KA×BALAG|,KA,𒅝,LAK318 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY015 [Standard Babylonian (any period) | Akkadian syllabary]; BAU233 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES182 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL141 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE167 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP197 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL317 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL047 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA025b [Standard Babylonian (any period) | Akkado-Babylonian]
U+12163,|KA×GAL|,|KA×(A.GAL)|,𒅣,
U+12164,|KA×GAN₂@t|,|KA×GAN₂|,𒅤,RSP206 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK324 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY017^b [Standard Babylonian (any period) | Akkadian syllabary]; ABZL321 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU234 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES186 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL144 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL145 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU428 [Ur III (~2112–2004 BCE) | Administrative]; MZL033 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE168 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA019 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA014 [Standard Babylonian (any period) | Akkadian syllabary]
U+12164,|KA×GAN₂@t|,|KA×ŠU|,𒅤,LAK323 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY017 [Standard Babylonian (any period) | Akkadian syllabary]; ELLES183 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL143 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP201 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK324 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY017^b [Standard Babylonian (any period) | Akkadian syllabary]; ABZL321 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU234 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES186 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL144 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL145 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU428 [Ur III (~2112–2004 BCE) | Administrative]; MZL033 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE168 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA019 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA014 [Standard Babylonian (any period) | Akkadian syllabary]
U+12164,|KA×GAN₂@t|,|SAG×GAN₂@t|,𒅤,LAK324 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY017^b [Standard Babylonian (any period) | Akkadian syllabary]; ABZL321 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU234 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES186 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL144 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL145 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU428 [Ur III (~2112–2004 BCE) | Administrative]; MZL033 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE168 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA019 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA014 [Standard Babylonian (any period) | Akkadian syllabary]
,|KA×GAN₂@t.ŠA|,|KA×(GAN₂@t.ŠA)|,𒅤𒊭,RSP202 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; RSP202^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12165,|KA×GAR|,KA,𒅥,LAK318 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY015 [Standard Babylonian (any period) | Akkadian syllabary]; BAU233 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES182 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL141 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE167 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP197 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK330 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL329 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU231 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL146 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL149 [Hittite period (~1650–1180 BCE) | Hittite]; KWU425 [Ur III (~2112–2004 BCE) | Administrative]; MZL065 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE170 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP200 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA036 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12165,|KA×GAR|,|KA×(GI%GI)|,𒅥,LAK330 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL329 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU231 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL146 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL149 [Hittite period (~1650–1180 BCE) | Hittite]; KWU425 [Ur III (~2112–2004 BCE) | Administrative]; MZL065 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE170 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP200 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA036 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1216E,|KA×IM|,|LAK648×IM|,𒅮,LAK326 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL322 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL144 [Hittite period (~1650–1180 BCE) | Hittite]; KWU421 [Ur III (~2112–2004 BCE) | Administrative]; MZL054 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP203 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA030 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1217E,|KA×SA|,|KA×(U.U.U)|,𒅾,LAK328 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK333 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL316 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES185 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL136 [Hittite period (~1650–1180 BCE) | Hittite]; KWU429 [Ur III (~2112–2004 BCE) | Administrative]; MZL032 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE169 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA018x [Standard Babylonian (any period) | Akkado-Babylonian]
U+1217E,|KA×SA|,LAK328,𒅾,LAK333 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL316 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES185 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL136 [Hittite period (~1650–1180 BCE) | Hittite]; KWU429 [Ur III (~2112–2004 BCE) | Administrative]; MZL032 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE169 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA018x [Standard Babylonian (any period) | Akkado-Babylonian]
U+1217E,|KA×SA|,LAK332,𒅾,LAK332 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK333 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL316 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES185 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL136 [Hittite period (~1650–1180 BCE) | Hittite]; KWU429 [Ur III (~2112–2004 BCE) | Administrative]; MZL032 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE169 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA018x [Standard Babylonian (any period) | Akkado-Babylonian]
U+12183,|KA×ŠU|,|SAG×ŠU|,𒆃,LAK323 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY017 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL320 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES183 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL143 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU418 [Ur III (~2112–2004 BCE) | Administrative]; MZL049 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP201 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA026 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1218F,KAB,KAB@s,𒆏,LAK147 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY064 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL226 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU099 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU100 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES079 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL089 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL049 [Hittite period (~1650–1180 BCE) | Hittite]; MZL148 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE090 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP421 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA088 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA055 [Standard Babylonian (any period) | Akkadian syllabary]
U+12197,KAL,GURUŠ,𒆗,LAK709^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU308 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES348 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK709^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY173 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL176 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU326 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES349 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL293 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL196 [Hittite period (~1650–1180 BCE) | Hittite]; MZL496 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE288 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP237 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA322 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA151 [Standard Babylonian (any period) | Akkadian syllabary]
U+12197,KAL,KAL@v,𒆗,LAK709^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY173 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL176 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU326 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES349 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL293 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL196 [Hittite period (~1650–1180 BCE) | Hittite]; MZL496 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE288 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP237 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA322 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA151 [Standard Babylonian (any period) | Akkadian syllabary]
U+1219F,KEŠ₂,EZEN,𒆟,LAK611 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY113 [Standard Babylonian (any period) | Akkadian syllabary]; BAU298 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES303 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL261 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE262 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP284 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK612 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL152c [Old Babylonian (~2000–1600 BCE) | School texts]; BAU307 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES300 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL264 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU841 [Ur III (~2112–2004 BCE) | Administrative]; PTACE265 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP285 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA099 [Standard Babylonian (any period) | Akkadian syllabary]
U+121A4,KID,E₂,𒆤,LAK732 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY174 [Standard Babylonian (any period) | Akkadian syllabary]; BAU365 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES359 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL299 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE295 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP250 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK733 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY166 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL163 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU366 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES361 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL194 [Hittite period (~1650–1180 BCE) | Hittite]; MZL484 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE298 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP252 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA313 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA144 [Standard Babylonian (any period) | Akkadian syllabary]
U+121AD,KU₄,LIL,𒆭,LAK094 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY188 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL054 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU147 [Ur III (~2112–2004 BCE) | Administrative]; REC056 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL375 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL105 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU636 [Ur III (~2112–2004 BCE) | Administrative]; LAK141^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL087 [Standard Babylonian (any period) | Akkado-Babylonian]; REC144 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; SLLHA058 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121AD,KU₄,REC145,𒆭,LAK208 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; KWU634 [Ur III (~2112–2004 BCE) | Administrative]; REC145 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP444 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL375 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL105 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU636 [Ur III (~2112–2004 BCE) | Administrative]; LAK141^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL087 [Standard Babylonian (any period) | Akkado-Babylonian]; REC144 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; SLLHA058 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121B0,KUL,KUL@d,𒆰,LAK012 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY045 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL026 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU041 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES007 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL011 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL012 [Hittite period (~1650–1180 BCE) | Hittite]; KWU007 [Ur III (~2112–2004 BCE) | Administrative]; MZL117 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE003 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP085 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA072 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA072a [Standard Babylonian (any period) | Akkado-Babylonian]; SYA038 [Standard Babylonian (any period) | Akkadian syllabary]
U+121B2,KUN,MAŠ₂@g,𒆲,KWU108 [Ur III (~2112–2004 BCE) | Administrative]; LAK044 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK026 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK754 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY051 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL032 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES368 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL309 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL035 [Hittite period (~1650–1180 BCE) | Hittite]; KWU109 [Ur III (~2112–2004 BCE) | Administrative]; MZL131 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE308 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP343 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA077 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA044 [Standard Babylonian (any period) | Akkadian syllabary]
U+121B3,KUR,LAK461a,𒆳,ELLES241^a [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK461 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY211 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL369 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU418 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES241 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL215 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL329 [Hittite period (~1650–1180 BCE) | Hittite]; KWU341 [Ur III (~2112–2004 BCE) | Administrative]; MZL578 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE215 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP065 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA366 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA183 [Standard Babylonian (any period) | Akkadian syllabary]
U+121B3,KUR,LAK814,𒆳,LAK814 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK461 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY211 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL369 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU418 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES241 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL215 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL329 [Hittite period (~1650–1180 BCE) | Hittite]; KWU341 [Ur III (~2112–2004 BCE) | Administrative]; MZL578 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE215 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP065 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA366 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA183 [Standard Babylonian (any period) | Akkadian syllabary]
