unicode_id,allograph_ucun,component_position,allograph_sign,allograph_form,allograph_type,compound_form,allographCompound_cun,allographCompound_useq,unicodeTrLit,syllabarySign,PhoneticsVersion,signList_analogue
U+121FD,𒇽,2,|4×LU₂|,|LU₂.LU₂.LU₂.LU₂|,Type_2,|LU₂.LU₂.LU₂.LU₂|,𒇽𒇽𒇽𒇽,U+121FD; U+121FD; U+121FD; U+121FD,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),SLLHA330_60n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,3,|4×LU₂|,|LU₂.LU₂.LU₂.LU₂|,Type_2,|LU₂.LU₂.LU₂.LU₂|,𒇽𒇽𒇽𒇽,U+121FD; U+121FD; U+121FD; U+121FD,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),SLLHA330_60n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,4,|4×LU₂|,|LU₂.LU₂.LU₂.LU₂|,Type_2,|LU₂.LU₂.LU₂.LU₂|,𒇽𒇽𒇽𒇽,U+121FD; U+121FD; U+121FD; U+121FD,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),SLLHA330_60n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×AL|,|LU₂.AL|,Type_2,|LU₂.AL|,𒇽𒀠,U+121FD; U+12020,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),MZL523 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7an1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12020,𒀠,2,|LU₂×AL|,|LU₂.AL|,Type_2,|LU₂.AL|,𒇽𒀠,U+121FD; U+12020,al,AL,AL | ALA3 | IL10 | MAH2 | MAHA2 | al | ala3 | il10 | mah2 | maha2,MZL523 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7an1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×BAD|,|LU₂.BAD|,Type_2,|LU₂.BAD|,𒇽𒁁,U+121FD; U+12041,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),LAK344 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY181 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL256 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU237 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU082 [Ur III (~2112–2004 BCE) | Administrative]; MZL517 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE018 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP397 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_6 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12041,𒁁,2,|LU₂×BAD|,|LU₂.BAD|,Type_2,|LU₂.BAD|,𒇽𒁁,U+121FD; U+12041,bad,BAD,BA9 | BAD | BADA | BARA4 | BAT | BATA | BAŢ | BE | BI4 | BID2 | DIHI | DIM7 | EDIM | EŠ7 | IDIN | MAT2 | ME4 | MIT | MITU | MIŢ | MUD2 | MUT2 | PAD2 | PAT2 | PAX(BAD) | PAŢ2 | PE3 | PI3 | QIT3 | SUGIN | SUNGIN | TI5 | TILE | ULAL | ZAR5 | ZARA5 | ZAZ | ZIS | ZIZ | ZU4 | ZURU9 | ba9 | bad | bada | bara4 | bat | bata | baţ | be | bi4 | bid2 | dihi | dim7 | edim | eš7 | idin | mat2 | me4 | mit | mitu | miţ | mud2 | mut2 | pad2 | pat2 | pax(BAD) | paţ2 | pe3 | pi3 | qit3 | sugin | sungin | ti5 | tile | ulal | zar5 | zara5 | zaz | zis | ziz | zu4 | zuru9 | ŞIŞ | şiş | ŢIL2 | ţil2,LAK344 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY181 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL256 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU237 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU082 [Ur III (~2112–2004 BCE) | Administrative]; MZL517 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE018 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP397 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_6 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×BAD|,|LU₂.LAGAB×U|,Type_2,|LU₂.LAGAB×U|,𒇽𒇥,U+121FD; U+121E5,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),LAK344 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY181 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL256 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU237 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU082 [Ur III (~2112–2004 BCE) | Administrative]; MZL517 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE018 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP397 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_6 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121E5,𒇥,2,|LU₂×BAD|,|LU₂.LAGAB×U|,Type_2,|LU₂.LAGAB×U|,𒇽𒇥,U+121FD; U+121E5,lagab × u,LAGAB×U,BU4 | BU6 | DUL2 | GALA3 | GIGIR2 | GIGIRA2 | HAB2 | HAP2 | KALA3 | LAGAB×U | PU2 | TUKURX(|LAGAB×U|) | TUL2 | UB4 | bu4 | bu6 | dul2 | gala3 | gigir2 | gigira2 | hab2 | hap2 | kala3 | pu2 | tukurx(|LAGAB×U|) | tul2 | ub4 | ŢUL | ţul,LAK344 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY181 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL256 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU237 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU082 [Ur III (~2112–2004 BCE) | Administrative]; MZL517 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE018 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP397 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_6 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FF,𒇿,,|LU₂×BAD|,|LU₂×UŠ₂|,Type_3,,,,lu₂ × bad,LU2×BAD,AD6 | ADAX(|LU2×BAD|) | ADDA | LU2×BAD | ad6 | adax(|LU2×BAD|) | adda,ZATU020 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK344 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY181 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL256 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU237 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU082 [Ur III (~2112–2004 BCE) | Administrative]; MZL517 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE018 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP397 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_6 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×(EŠ₂.LAL)|,|LU₂.EŠ₂.LAL|,Type_2,|LU₂.EŠ₂.LAL|,𒇽𒂠𒇲,U+121FD; U+120A0; U+121F2,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),
U+120A0,𒂠,2,|LU₂×(EŠ₂.LAL)|,|LU₂.EŠ₂.LAL|,Type_2,|LU₂.EŠ₂.LAL|,𒇽𒂠𒇲,U+121FD; U+120A0; U+121F2,,,,
U+121F2,𒇲,3,|LU₂×(EŠ₂.LAL)|,|LU₂.EŠ₂.LAL|,Type_2,|LU₂.EŠ₂.LAL|,𒇽𒂠𒇲,U+121FD; U+120A0; U+121F2,lal,LAL,LA2 | LAL | LUX(LAL) | SUR5 | SURU5 | ZUR5 | ZURU5 | la2 | lal | lux(LAL) | sur5 | suru5 | zur5 | zuru5 | ŠURUX(LAL) | ŠURX(LAL) | šurux(LAL) | šurx(LAL),
U+121FD,𒇽,1,|LU₂×EŠ₂@t|,|LU₂.EŠ₂|,Type_2,|LU₂.EŠ₂|,𒇽𒂠,U+121FD; U+120A0,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),MZL531 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7cn [Standard Babylonian (any period) | Akkado-Babylonian]
U+120A0,𒂠,2,|LU₂×EŠ₂@t|,|LU₂.EŠ₂|,Type_2,|LU₂.EŠ₂|,𒇽𒂠,U+121FD; U+120A0,,,,MZL531 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7cn [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×EŠ₂@t|,|LU₂.EŠ₂@t|,Type_2,|LU₂.EŠ₂@t|,𒇽󰁤,U+121FD; U+F0064,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),MZL531 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7cn [Standard Babylonian (any period) | Akkado-Babylonian]
U+F0064,,2,|LU₂×EŠ₂@t|,|LU₂.EŠ₂@t|,Type_2,|LU₂.EŠ₂@t|,𒇽󰁤,U+121FD; U+F0064,,,,MZL531 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7cn [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×EŠ₂@t|,|LU₂.ŠU|,Type_2,|LU₂.ŠU|,𒇽𒋗,U+121FD; U+122D7,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),MZL531 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7cn [Standard Babylonian (any period) | Akkado-Babylonian]
U+122D7,𒋗,2,|LU₂×EŠ₂@t|,|LU₂.ŠU|,Type_2,|LU₂.ŠU|,𒇽𒋗,U+121FD; U+122D7,shu,ŠU,KAT7 | QAD | QAT | QATA | SAGIX(ŠU) | kat7 | qad | qat | qata | sagix(ŠU) | ŠU | šu,MZL531 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7cn [Standard Babylonian (any period) | Akkado-Babylonian]
U+12201,𒈁,,|LU₂×EŠ₂@t|,|LU₂×ŠU|,Type_3,,,,,,,MZL531 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7cn [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×GAN₂@t|,|LU₂.GAN₂@t|,Type_2,|LU₂.GAN₂@t|,𒇽𒃸,U+121FD; U+120F8,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),ABZL258 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES189 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL521 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE019 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA330_7 [Standard Babylonian (any period) | Akkado-Babylonian]
U+120F8,𒃸,2,|LU₂×GAN₂@t|,|LU₂.GAN₂@t|,Type_2,|LU₂.GAN₂@t|,𒇽𒃸,U+121FD; U+120F8,gan₂ tenu,GAN2@t,GAN2@T | GAN2@t | GAR19 | GARAK | GUR6 | GURU6 | ILX(GAN2@T) | KAR2 | KARA2 | KIRI2 | gar19 | garak | gur6 | guru6 | ilx(GAN2@t) | kar2 | kara2 | kiri2,ABZL258 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES189 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL521 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE019 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA330_7 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×GAN₂@t|,|LU₂.ŠA₃|,Type_2,|LU₂.ŠA₃|,𒇽𒊮,U+121FD; U+122AE,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),ABZL258 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES189 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL521 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE019 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA330_7 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122AE,𒊮,2,|LU₂×GAN₂@t|,|LU₂.ŠA₃|,Type_2,|LU₂.ŠA₃|,𒇽𒊮,U+121FD; U+122AE,sha₃,ŠA3,DIDALA | LIB3 | PEŠX(ŠA3) | didala | lib3 | pešx(ŠA3) | ŠA3 | ŠAB2 | ŠAG4 | ŠALAMBI | ša3 | šab2 | šag4 | šalambi,ABZL258 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES189 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL521 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE019 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA330_7 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12202,𒈂,,|LU₂×GAN₂@t|,|LU₂×AŠ₂|,Type_3,,,,lu₂ × gan₂ tenu,LU2×GAN2@t,HEŠ5 | LU2×GAN2@T | LU2×GAN2@t | heš5 | ŠAGA | ŠAĜA | ŠE29 | šaga | šaĝa | še29,ABZL258 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES189 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL521 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE019 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA330_7 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12202,𒈂,,|LU₂×GAN₂@t|,|LU₂×EŠ₂|,Type_3,,,,lu₂ × gan₂ tenu,LU2×GAN2@t,HEŠ5 | LU2×GAN2@T | LU2×GAN2@t | heš5 | ŠAGA | ŠAĜA | ŠE29 | šaga | šaĝa | še29,ABZL258 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES189 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL521 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE019 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA330_7 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1251B,𒔛,,|LU₂×HAL|,LAK340,Type_3,,,,,,,LAK340 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+121FD,𒇽,1,|LU₂×HI×BAD|,|LU₂.HI.BAD|,Type_2,|LU₂.HI.BAD|,𒇽𒄭𒁁,U+121FD; U+1212D; U+12041,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),MZL525 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7an3v [Standard Babylonian (any period) | Akkado-Babylonian]
U+1212D,𒄭,2,|LU₂×HI×BAD|,|LU₂.HI.BAD|,Type_2,|LU₂.HI.BAD|,𒇽𒄭𒁁,U+121FD; U+1212D; U+12041,hi,HI,'I3 | 'i3 | DA10 | DAB3 | DE8 | DI2 | DU10 | DUB3 | DUG3 | DUGU | HA4 | HE | HI | I11 | KUGU | MUX(HI) | TA8 | TE2 | TI2 | da10 | dab3 | de8 | di2 | du10 | dub3 | dug3 | dugu | ha4 | he | hi | i11 | kugu | mux(HI) | ta8 | te2 | ti2 | ŢA3 | ŢAB6 | ŢE2 | ŢI2 | ţa3 | ţab6 | ţe2 | ţi2,MZL525 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7an3v [Standard Babylonian (any period) | Akkado-Babylonian]
U+12041,𒁁,3,|LU₂×HI×BAD|,|LU₂.HI.BAD|,Type_2,|LU₂.HI.BAD|,𒇽𒄭𒁁,U+121FD; U+1212D; U+12041,bad,BAD,BA9 | BAD | BADA | BARA4 | BAT | BATA | BAŢ | BE | BI4 | BID2 | DIHI | DIM7 | EDIM | EŠ7 | IDIN | MAT2 | ME4 | MIT | MITU | MIŢ | MUD2 | MUT2 | PAD2 | PAT2 | PAX(BAD) | PAŢ2 | PE3 | PI3 | QIT3 | SUGIN | SUNGIN | TI5 | TILE | ULAL | ZAR5 | ZARA5 | ZAZ | ZIS | ZIZ | ZU4 | ZURU9 | ba9 | bad | bada | bara4 | bat | bata | baţ | be | bi4 | bid2 | dihi | dim7 | edim | eš7 | idin | mat2 | me4 | mit | mitu | miţ | mud2 | mut2 | pad2 | pat2 | pax(BAD) | paţ2 | pe3 | pi3 | qit3 | sugin | sungin | ti5 | tile | ulal | zar5 | zara5 | zaz | zis | ziz | zu4 | zuru9 | ŞIŞ | şiş | ŢIL2 | ţil2,MZL525 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7an3v [Standard Babylonian (any period) | Akkado-Babylonian]
U+12206,𒈆,,|LU₂×KAD₂|,|LU₂×KAD₃|,Type_1,,,,lu₂ × kad₃,LU2×KAD3,DUBAL4 | LU2×KAD3 | dubal4,MZL519 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_0n [Standard Babylonian (any period) | Akkado-Babylonian]
U+1220A,𒈊,,|LU₂×LAGAB|,|LU₂.LAGAB|,Type_3,,,,lu₂ × lagab,LU2×LAGAB,/TEŠLUG/ | /tešlug/ | DINIG3 | EŠLUG | HAR3 | HARA3 | LU2×LAGAB | TEŠLUG | dinig3 | ešlug | har3 | hara3 | tešlug,MZL528 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7b [Standard Babylonian (any period) | Akkado-Babylonian]
U+1220B,𒈋,,|LU₂×(ME.EN)|,|LU₂.ME.EN|,Type_3,,,,lu₂ × me + en,LU2×ME+EN,DINIG2 | LU2×ME+EN | dinig2 | LU2×MExEN,MZL527' [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7bn [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×NE|,|LU₂.NE|,Type_2,|LU₂.NE|,𒇽𒉈,U+121FD; U+12248,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),ABZL257 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL522 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12248,𒉈,2,|LU₂×NE|,|LU₂.NE|,Type_2,|LU₂.NE|,𒇽𒉈,U+121FD; U+12248,ne,NE,BAR7 | BARAX(NE) | BE7 | BI2 | BIL | BILA | BILI | BIR9 | DE3 | DI7 | DIDALX(NE) | DU17 | GE9 | GI9 | GIBIL4 | GIR10 | GUM3 | IBBIX(NE) | IZI | IZU | KU16 | KUM2 | KUN9 | LAM2 | LAMA2 | LE9 | LEM4 | LI9 | LIM4 | NE | NI5 | NUNX(NE) | PE5 | PEL | PI5 | PIL | QUM2 | TE4 | TI9 | ZAH | ZIX(NE) | bar7 | barax(NE) | be7 | bi2 | bil | bila | bili | bir9 | de3 | di7 | didalx(NE) | du17 | ge9 | gi9 | gibil4 | gir10 | gum3 | ibbix(NE) | izi | izu | ku16 | kum2 | kun9 | lam2 | lama2 | le9 | lem4 | li9 | lim4 | ne | ni5 | nunx(NE) | pe5 | pel | pi5 | pil | qum2 | te4 | ti9 | zah | zix(NE) | ŞAH | ŞEH2 | şah | şeh2 | ŠARX(NE) | ŠE6 | ŠEG6 | ŠEMX(NE) | ŠEĜ6 | šarx(NE) | še6 | šeg6 | šemx(NE) | šeĝ6 | ŢE3 | ŢI5 | ţe3 | ţi5,ABZL257 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL522 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7a [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,|LU₂×NU|,|LU₂.NU|,Type_2,|LU₂.NU|,𒇽𒉡,U+121FD; U+12261,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),
U+12261,𒉡,2,|LU₂×NU|,|LU₂.NU|,Type_2,|LU₂.NU|,𒇽𒉡,U+121FD; U+12261,nu,NU,LA3 | NU | SARX(NU) | SIR5 | SURX(NU) | UL2 | la3 | nu | sarx(NU) | sir5 | surx(NU) | ul2 | ŠIR5 | šir5,
U+1220F,𒈏,,|LU₂×(SIK₂.BU)|,|LU₂×(SIK₂.SUD)|,Type_3,,,,lu₂ × sik₂ + bu,LU2×SIK2+BU,...AŠ | LU2×SIK2+BU | LU2×SIK2xBU,MZL533 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7dn [Standard Babylonian (any period) | Akkado-Babylonian]
U+12210,𒈐,,|LU₂×TUG₂|,|AL×TUG₂|,Type_3,,,,lu₂ × tug₂,LU2×TUG2,AZALAG7 | AZLAG7 | AŠLAG7 | DUBAL7 | LU2×TUG2 | azalag7 | azlag7 | ašlag7 | dubal7,MZL530 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7c [Standard Babylonian (any period) | Akkado-Babylonian]
U+12215,𒈕,,LU₂@s,LAK349,Type_3,,,,,,,LAK349 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL254 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU277 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU081 [Ur III (~2112–2004 BCE) | Administrative]; MZL516 [Standard Babylonian (any period) | Akkado-Babylonian]; REC290 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP398 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_8n [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,LU₂@s,|LU₂.GAM|,Type_2,|LU₂.GAM|,𒇽𒃵,U+121FD; U+120F5,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),ABZL254 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU277 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU081 [Ur III (~2112–2004 BCE) | Administrative]; MZL516 [Standard Babylonian (any period) | Akkado-Babylonian]; REC290 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP398 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_8n [Standard Babylonian (any period) | Akkado-Babylonian]
U+120F5,𒃵,2,LU₂@s,|LU₂.GAM|,Type_2,|LU₂.GAM|,𒇽𒃵,U+121FD; U+120F5,gam,GAM,AR5 | GAM | GAN7 | GIRUM | GUM4 | GUR2 | GURU2 | GURUM | QAM | QUR3 | ar5 | gam | gan7 | girum | gum4 | gur2 | guru2 | gurum | qam | qur3,ABZL254 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU277 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU081 [Ur III (~2112–2004 BCE) | Administrative]; MZL516 [Standard Babylonian (any period) | Akkado-Babylonian]; REC290 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP398 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_8n [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FD,𒇽,1,LU₂@s,|LU₂.GAN|,Type_2,|LU₂.GAN|,𒇽𒃶,U+121FD; U+120F6,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2),ABZL254 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU277 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU081 [Ur III (~2112–2004 BCE) | Administrative]; MZL516 [Standard Babylonian (any period) | Akkado-Babylonian]; REC290 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP398 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_8n [Standard Babylonian (any period) | Akkado-Babylonian]
