unicode_id,sign_grapheme,unicodeTrLit,syllabarySign,PhoneticsVersion
U+12441,𒑁,seven variant form imin₃,7(AŠ~a),7(aš@v) | imin₃ | 7(aš@v@c)
U+12442,𒑂,seven variant form imin a,7(DIŠ)~a,iminₓ | 7(diš)@v | 7(diš@c)@v
U+12443,𒑃,seven variant form imin b,7(DIŠ)~b,iminₓ | 7(diš)@v~b | 7(diš@c)@v~b
U+12444,𒑄,eight variant form ussu,,
U+12445,𒑅,eight variant form ussu₃,USSU₃,ussu₃ | 8(aš~a) | 8(aš@v)
U+12446,𒑆,nine variant form ilimmu,ILIMMU,ilimmu | 9(diš)~a | 9(aš@c@90) | 9(diš@c)
U+12447,𒑇,nine variant form ilimmu₃,ILIMMU₃,ilimmu₃ | 9(aš~a) | ilimmu₃ | 9(aš@v) | 9(diš@c)@v~a
U+12448,𒑈,nine variant form ilimmu₄,9(DIŠ~b),ilimmu₄ | 9(diš)@v | 9(diš@c)@v
U+12449,𒑉,nine variant form ilimmu a,9(DIŠ~c),ilimmuₓ | 9(diš@v) | 9(diš@v@c)
U+1244A,𒑊,two ash tenu,2(AŠ@t),2(aš@t) | 2(diš@t) | 2(iku@t) | 2(aš@t@c)
U+1244B,𒑋,three ash tenu,3(AŠ@t),3(aš@t) | 3(diš@t) | 3(iku@t) | 3(aš@t@c)
U+1244C,𒑌,four ash tenu,4(AŠ@t),4(aš@t) | 4(diš@t) | 4(iku@t) | 4(aš@t@c)
U+1244D,𒑍,five ash tenu,5(AŠ@t),5(aš@t) | 5(diš@t) | 5(iku@t) | 5(aš@t@c)
U+1244E,𒑎,six ash tenu,6(AŠ@t),6(aš@t) | 6(diš@t) | 6(aš@t@c)
U+1244F,𒑏,one ban₂,1(BAN₂),ban₂ | banda₂ | sutₓ | sutu | 1(ban₂) | 1/2(aš) | ban₂@v | 1/2(aš@t) | 1/2(diš@t) | 1/2(aš@c) | ban₂@c | 1(ban₂@c) | 1/2(diš@c) | 1/4(diš@c)
U+12450,𒑐,two ban₂,2(BAN₂),bamen | bamin | banmin | 2(ban₂) | 2(ban₂@c)
U+12451,𒑑,three ban₂,3(BAN₂),3(ban₂) | 3(ban₂@c) | 3(ban₂@c)@v
U+12452,𒑒,four ban₂,4(BAN₂),4(ban₂) | 4(ban₂@c)
U+12453,𒑓,four ban₂ variant form,4(BAN₂@v),4(ban₂)@v | 4(ban₂@c)@v | 4(ban₂@v@c)
U+12454,𒑔,five ban₂,5(BAN₂),5(ban₂) | 5(ban₂@c)
U+12455,𒑕,five ban₂ variant form,5(BAN₂@v),5(ban₂)@v | 5(ban₂@c)@v | 5(ban₂@v@c)
U+12458,𒑘,one eshe₃,1(EŠE₃),1(eše₃) | eše₃@c | 1(eše₃@c)
U+12459,𒑙,two eshe₃,2(EŠE₃),2(eše₃) | 2(eše₃@c)
U+1245A,𒑚,one third dish,ŠUŠANA,igišŋalₓ | šudaₓ? | šušana | šuššanₓ | 1/3(aš) | 1/3(diš) | 1/3(iku) | šušanaₓ
U+1245B,𒑛,two thirds dish,ŠANABI,šanaba | šanabi | šanapi | šudaminₓ? | 2/3(aš) | 2/3(diš) | 2/3(diš@t) | 2/3(diš@v) | 2/3(diš)~a
U+1245C,𒑜,five sixths dish,KINGUSILI,kingusila | kingusili | qimku | 5/6(aš) | 5/6(diš) | 5/6(aš@c) | 5/6(diš@c)
U+1245D,𒑝,one third variant form a,F₁,1/3(aš@c@90) | 1/3(aš@c) | 1/3(diš@c)
U+1245E,𒑞,two thirds variant form a,F₂,2/3(aš@c@90) | 2/3(aš@c) | 2/3(diš@c)
U+1245F,𒑟,one eighth ash,F₃,1/8(iku) | 1/8(iku@c) | 1/8(iku@c@v)
U+12460,𒑠,one quarter ash,F₄,1/4(iku) | 1/4(iku@c) | 1/4(aš@c) | 1/4(iku@c@v)
U+12461,𒑡,old assyrian one sixth,F₅,1/6(diš)
U+12462,𒑢,old assyrian one quarter,F₆,1/4(diš)
U+12463,𒑣,one quarter gur,1/4(GUR),1/6(diš)@v | 1/2(iku@t) | 1(barig@v) | 1(bariga)@v
U+12464,𒑤,one half gur,1/2(GUR),2(barig@v) | 2(bariga)@v
U+12465,𒑥,elamite one third,1/3(DIŠ)~e,
U+12466,𒑦,elamite two thirds,2/3(DIŠ)~e,
U+12467,𒑧,elamite forty,4(U)@v,4(u)@v
U+12468,𒑨,elamite fifty,5(U)@v,5(u)@v
U+12469,𒑩,four u variant form,4(U)~v,
U+1246A,𒑪,five u variant form,5(U)~v,
U+1246B,𒑫,six u variant form,6(U)~v,
U+1246C,𒑬,seven u variant form,7(U)~v,
U+1246D,𒑭,eight u variant form,8(U)~v,
U+1246E,𒑮,nine u variant form,9(U)~v,
U+12470,𒑰,cuneiform punctuation sign old assyrian word divider,P₁,/ | p₁
U+12471,𒑱,cuneiform punctuation sign vertical colon,P₂,: | p₂
U+12472,𒑲,cuneiform punctuation sign diagonal colon,P₃,":"" | p₃"
U+12473,𒑳,cuneiform punctuation sign diagonal tricolon,P₄,:. | p₄
U+12474,𒑴,cuneiform punctuation sign diagonal quadcolon,P₅,:: | p₅
U+12480,𒒀,ab × nun tenu,|AB×NUN@t|,
U+12481,𒒁,ab × shu₂,|AB×ŠU₂|,
U+12482,𒒂,ad × esh₂,|AD×EŠ₂|,
U+12483,𒒃,bad × dish tenu,|BAD×DIŠ@t|,
U+12484,𒒄,bahar₂ × ab₂,|BAHAR₂×AB₂|,
U+12485,𒒅,bahar₂ × ni,|BAHAR₂×NI|,
U+12486,𒒆,bahar₂ × za,|BAHAR₂×ZA|,
U+12487,𒒇,bu / bu × na₂,|(BU&BU)×NA₂|,arinaₓ
U+12488,𒒈,da × tak₄,|DA×TAK₄|,
U+12489,𒒉,dag × kur,|DAG×KUR|,
U+1248A,𒒊,dim × igi,|DIM×IGI|,
U+1248B,𒒋,dim × u u u,|DIM×(U.U.U)|,
U+1248C,𒒌,dim₂ × ud,|DIM₂×UD|,
U+1248D,𒒍,dug × anshe,|DUG×ANŠE|,
U+1248E,𒒎,dug × ash,|DUG×AŠ|,
U+1248F,𒒏,dug × ash at left,|DUG×AŠ@f|,
U+12490,𒒐,dug × din,|DUG×DIN|,
U+12491,𒒑,dug × dun,|DUG×DUN|,
U+12492,𒒒,dug × erin₂,|DUG×ERIN₂|,
U+12493,𒒓,dug × ga,|DUG×GA|,
U+12494,𒒔,dug × gi,|DUG×GI|,
U+12495,𒒕,dug × gir₂ gunu,|DUG×GIR₂@g|,
U+12496,𒒖,dug × gish,|DUG×GIŠ|,
U+12497,𒒗,dug × ha,|DUG×HA|,
U+12498,𒒘,dug × hi,|DUG×HI|,
U+12499,𒒙,dug × igi gunu,,
U+1249A,𒒚,dug × kaskal,|DUG×KASKAL|,
U+1249B,𒒛,dug × kur,|DUG×KUR|,
U+1249C,𒒜,dug × kushu₂,|DUG×KUŠU₂|,
U+1249D,𒒝,dug × kushu₂ + kaskal,|DUG×(KUŠU₂.KASKAL)|,
U+1249E,𒒞,dug × lak-020,|DUG×LAK20|,
U+1249F,𒒟,dug × lam,|DUG×LAM|,
U+124A0,𒒠,dug × lam × kur,|DUG×(LAM×KUR)|,
U+124A1,𒒡,dug × luh + gish,|DUG×(LUH.GIŠ)|,
U+124A2,𒒢,dug × mash,|DUG×MAŠ|,
U+124A3,𒒣,dug × mes,|DUG×MES|,
U+124A4,𒒤,dug × mi,|DUG×MI|,
U+124A5,𒒥,dug × ni,|DUG×NI|,šakirₓ | šugurₓ | šukurₓ
U+124A6,𒒦,dug × pi,|DUG×PI|,
U+124A7,𒒧,dug × she,|DUG×ŠE|,
U+124A8,𒒨,dug × si gunu,|DUG×SI@g|,
U+124A9,𒒩,e₂ × kur,|E₂×KUR|,
U+124AB,𒒫,erin₂ x,|ERIN₂+X|,ditanₓ | luₓ | tidnumₓ
U+124AC,𒒬,esh₂ crossing esh₂,|EŠ₂%EŠ₂|,
U+124AD,𒒭,ezen sheshig × ash,|EZEN@s×AŠ|,
U+124AE,𒒮,ezen sheshig × hi,|EZEN@s×HI|,
U+124AF,𒒯,ezen sheshig × igi gunu,|EZEN@s×IGI@g|,
U+124B0,𒒰,ezen sheshig × la,|EZEN@s×LA|,
U+124B1,𒒱,ezen sheshig × lal,|EZEN@s×LAL|,
U+124B2,𒒲,ezen sheshig × me,|EZEN@s×ME|,
U+124B3,𒒳,ezen sheshig × mes,|EZEN@s×MES|,
U+124B4,𒒴,ezen sheshig × su,|EZEN@s×SU|,
U+124B5,𒒵,ezen × su,|EZEN×SU|,
U+124B6,𒒶,ga₂ × bahar₂,|GA₂×BAHAR₂|,
U+124B7,𒒷,ga₂ × dim gunu,|GA₂×DIM@g|,
U+124B8,𒒸,ga₂ × dug × igi gunu,|GA₂×(DUG×IGI@g)|,
U+124B9,𒒹,ga₂ × dug × kaskal,|GA₂×(DUG×KASKAL)|,
U+124BA,𒒺,ga₂ × eren,|GA₂×EREN|,
U+124BB,𒒻,ga₂ × ga,|GA₂×GA|,
U+124BC,𒒼,ga₂ × gar + di,|GA₂×(GAR.DI)|,
U+124BD,𒒽,ga₂ × gar + ne,|GA₂×(GAR.NE)|,
U+124BE,𒒾,ga₂ × ha + a,,
U+124BF,𒒿,ga₂ × kushu₂ + kaskal,|GA₂×(KUŠU₂.KASKAL)|,
U+124C0,𒓀,ga₂ × lam,|GA₂×LAM|,
U+124C1,𒓁,ga₂ × lam × kur,|GA₂×(LAM×KUR)|,
U+124C2,𒓂,ga₂ × luh,|GA₂×LUH|,
U+124C3,𒓃,ga₂ × mush,|GA₂×MUŠ|,
U+124C4,𒓄,ga₂ × ne,|GA₂×NE|,
U+124C5,𒓅,ga₂ × ne + e₂,|GA₂×(NE.E₂)|,halubₓ
U+124C6,𒓆,ga₂ × ne + gi,|GA₂×(NE.GI)|,
U+124C7,𒓇,ga₂ × shim,|GA₂×ŠIM|,
U+124C8,𒓈,ga₂ × ziz₂,|GA₂×ZIZ₂|,gazaₓ | gazi
U+124C9,𒓉,gaba rot. ninety degrees,GABA@90,gabaₓ
U+124CA,𒓊,geshtin × u,|GEŠTIN×U|,
U+124CB,𒓋,gish × gish crossing gish,|GIŠ×(GIŠ%GIŠ)|,ulₓ
U+124CC,𒓌,gu₂ × igi gunu,|GU₂×IGI@g|,
U+124CD,𒓍,gud + gish × tak₄,|GUD.GIŠ×TAK₄|,
U+124CF,𒓏,hi × ash / hi × ash,|(HI×AŠ)&(HI×AŠ)|,
U+124D0,𒓐,ka × bu,|KA×BU|,
U+124D1,𒓑,ka × ka,|KA×KA|,
U+124D2,𒓒,ka × u u u,|KA×(U.U.U)|,
U+124D3,𒓓,ka × ur,|KA×UR|,
U+124D4,𒓔,lagab × zu / zu,|LAGAB×(ZU&ZU)|,
U+124D5,𒓕,lak-003,LAK3,
U+124D6,𒓖,lak-021,LAK21,
U+124D7,𒓗,lak-025,LAK25,
U+124D8,𒓘,lak-030,LAK30,
U+124D9,𒓙,lak-050,LAK50,gurₓ
U+124DA,𒓚,lak-051,,
U+124DB,𒓛,lak-062,|U.GAN|,saman₄ | šagan | šaŋan | šakan | šakkan | šaman₂ | šakan | šaman₂
U+124DC,𒓜,lak-079 / lak-079 gunu,|(LAK079&LAK079)@g|,
U+124DD,𒓝,lak-080,LAK80,
U+124DE,𒓞,lak-081 / lak-081,|LAK81&LAK81|,
U+124DF,𒓟,lak-092,LAK92,
U+124E0,𒓠,lak-130,LAK130,
U+124E1,𒓡,lak-142,LAK142,
U+124E2,𒓢,lak-210,LAK210,
U+124E3,𒓣,lak-219,|ŠE.SUHUR|,ubiₓ
U+124E4,𒓤,lak-220,LAK220,
U+124E5,𒓥,lak-225,LAK225,
U+124E6,𒓦,lak-228,LAK228,
U+124E7,𒓧,lak-238,LAK238,
U+124E8,𒓨,lak-265,LAK265,
U+124E9,𒓩,lak-266,LAK266,
U+124EA,𒓪,lak-343,LAK343,lilₓ
U+124EB,𒓫,lak-347,LAK347,
U+124EC,𒓬,lak-348,LAK348,
U+124ED,𒓭,lak-383,LAK383,
U+124EE,𒓮,lak-384,|U.ŠA|,sagₓ | saŋₓ | urum₇ | usagₓ | zaₓ | inarₓ | sagₓ | saŋₓ | utuₓ
U+124EF,𒓯,lak-390,LAK390,dugudₓ
U+124F0,𒓰,lak-441,LAK441,
U+124F1,𒓱,lak-449,LAK449,nisagga | usanₓ | usanₓ
U+124F2,𒓲,lak-449 × gu,|LAK449×GU|,
U+124F3,𒓳,lak-449 × igi,|LAK449×IGI|,
U+124F4,𒓴,lak-449 × pap + lu₃,|LAK449×(PAP.LU₃)|,
U+124F5,𒓵,lak-449 × pap + pap + lu₃,|LAK449×(PAP.PAP.LU₃)|,
U+124F6,𒓶,lak-449 × u₂ + ba,|LAK449×(U₂.BA)|,
U+124F7,𒓷,lak-450,,
U+124F8,𒓸,lak-457,LAK457,
U+124F9,𒓹,lak-470,LAK470,
U+124FA,𒓺,lak-483,LAK483,tugₓ
U+124FB,𒓻,lak-490,LAK490,gaʾar | gaʾurₓ | gamurₓ
U+124FC,𒓼,lak-492,LAK492,kidₓ? | takaₓ
U+124FD,𒓽,lak-493,,
U+124FE,𒓾,lak-495,LAK495,
U+124FF,𒓿,lak-550,LAK550,
U+12500,𒔀,lak-608,LAK608,
U+12501,𒔁,lak-617,LAK617,
U+12502,𒔂,lak-617 × ash,|LAK617×AŠ|,bunₓ | durumₓ
U+12503,𒔃,lak-617 × bad,|LAK617×BAD|,
U+12504,𒔄,lak-617 × dun₃ gunu gunu,,
U+12505,𒔅,lak-617 × ku₃,|LAK617×KU₃|,
U+12506,𒔆,lak-617 × la,,
U+12507,𒔇,lak-617 × tar,|LAK617×TAR|,
U+12508,𒔈,lak-617 × te,|LAK617×TE|,
U+12509,𒔉,lak-617 × u₂,|LAK617×U₂|,
U+1250A,𒔊,lak-617 × ud,|LAK617×UD|,
U+1250B,𒔋,lak-617 × uruda,|LAK617×URUDA|,
U+1250C,𒔌,lak-636,LAK636,ašalₓ | silaₓ
U+1250D,𒔍,lak-648,,
U+1250E,𒔎,lak-648 × dub,|LAK648×DUB|,banšurₓ
U+1250F,𒔏,lak-648 × ga,|LAK648×GA|,
U+12510,𒔐,lak-648 × igi,,
U+12511,𒔑,lak-648 × igi gunu,|LAK648×IGI@g|,
U+12512,𒔒,lak-648 × ni,|LAK648×NI|,šakirₓ
U+12513,𒔓,lak-648 × pap + pap + lu₃,|LAK648×(PAP.PAP.LU₃)|,
U+12514,𒔔,lak-648 × shesh + ki,|LAK648×(ŠEŠ.KI)|,
U+12515,𒔕,lak-648 × ud,|LAK648×UD|,
U+12516,𒔖,lak-648 × uruda,,
U+12517,𒔗,lak-724,LAK724,
U+12518,𒔘,lak-749,LAK749,
U+12519,𒔙,lu₂ gunu × ash,|LU₂@g×AŠ|,adₓ
U+1251A,𒔚,lu₂ × dish,|LU₂×DIŠ|,
U+1251B,𒔛,lu₂ × hal,|LU₂×HAL|,
U+1251C,𒔜,lu₂ × pap,|LU₂×PAP|,
U+1251D,𒔝,lu₂ × pap + pap + lu₃,|LU₂×(PAP.PAP.LU₃)|,
U+1251E,𒔞,lu₂ × tak₄,|LU₂×TAK₄|,
U+1251F,𒔟,mi + za₇,|MI.ZA₇|,
U+12520,𒔠,mush / mush × ga,|(MUŠ&MUŠ)×GA|,
U+12521,𒔡,mush / mush × kak,|(MUŠ&MUŠ)×KAK|,
U+12522,𒔢,ninda₂ × dim gunu,|NINDA₂×DIM@g|,
U+12524,𒔤,ninda₂ × gul,|NINDA₂×GUL|,
U+12526,𒔦,ninda₂ × kesh₂,|NINDA₂×KEŠ₂|,
U+12527,𒔧,ninda₂ × lak-050,|NINDA₂×LAK50|,
U+12528,𒔨,ninda₂ × mash,|NINDA₂×MAŠ|,gurmi
U+12529,𒔩,ninda₂ × pap + pap,|NINDA₂×(PAP.PAP)|,
U+1252A,𒔪,ninda₂ × u,|NINDA₂×U|,udugabaₓ
U+1252B,𒔫,ninda₂ × u + u,|NINDA₂×(U.U)|,minudugabaₓ
U+1252C,𒔬,ninda₂ × uruda,|NINDA₂×URUDA|,
U+1252D,𒔭,sag gunu × ha,|SAG@g×HA|,
U+1252E,𒔮,sag × en,|SAG×EN|,
U+1252F,𒔯,sag × she at left,|KA×ŠE@f|,
U+12530,𒔰,sag × tak₄,|SAG×TAK₄|,birₓ | burₓ
U+12531,𒔱,sha₆ tenu,ŠA₆@t,
U+12532,𒔲,she / she,|ŠE&ŠE|,
U+12533,𒔳,she + hub₂,|(ŠE&ŠE).HUB₂|,
U+12534,𒔴,she + nam₂,|ŠE.NAM₂|,susₓ | šušₓ | šušinₓ
U+12535,𒔵,she + sar,|SAR×ŠE|,
U+12536,𒔶,shu₂ + dug × ni,|ŠU₂.DUG×NI|,
U+12537,𒔷,shu₂ + e₂ × an,|ŠU₂.(E₂×AN)|,
U+12538,𒔸,si × tak₄,|SI×TAK₄|,giriₓ
U+12539,𒔹,tak₄ + sag,|SAG×TAK₄@f|,
U+1253A,𒔺,tum × gan₂ tenu,|TUM×GAN₂@t|,egirₓ | tumₓ
U+1253B,𒔻,tum × three dish,|TUM×(DIŠ.DIŠ.DIŠ)|,
U+1253C,𒔼,ur₂ inv.,UR₂@h,
U+1253D,𒔽,ur₂ × ud,|UR₂×UD|,
U+1253E,𒔾,uru × dara₃,|URU×DARA₃|,
U+1253F,𒔿,uru × lak-668,|URU×LAK668|,
U+12540,𒕀,uru × lu₃,URU@g,
U+12542,𒕂,zu / zu + sar,|ZU&ZU.SAR|,lumₓ?
U+12543,𒕃,zu₅ × three dish tenu,|ZU₅×(DIŠ@t.DIŠ@t.DIŠ@t)|,
