p_number,designation,period,provenience,subgenre,line_label,sumerian_reading,sign_sequence,akkadian_gloss
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 40,šab,|PA.IB|,⸢e-ṣe⸣-rum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 41,šab,|PA.IB|,⸢ši⸣-pa-⸢as-su₂⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 42,šab,|PA.IB|,e-se₂-qu₂
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 43,rig₇,|PA.HUB₂.DU|,ri-ib-ku
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 44,rig₇,|PA.HUB₂.DU|,ša-ra-kum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 45,šabra,|PA.AL|,ša-⸢ab⸣-ru
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 46,šabra₂,|PA.E₂|,ša-⸢ab-ru-u₂⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 47,udul₉,|PA.DAG.KISIM₅×KAK|,u₂-tu-lum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 48,udul₄,|PA.DAG.KISIM₅×(LU.MAŠ₂)|,u₂-tu-lum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 49,rig₁₀,|PA.DAG.KISIM₅×KAK|,ri-ib-ku
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 50,rig₁₀,|PA.DAG.KISIM₅×KAK|,is-rum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 51,tud₂,|PA.UZU|,ni-ṭu₃-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 52,zilulu,|PA.GIŠGAL|,sa₃-ah-hi-rum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 53,ŋarza,|PA.AN|,⸢pa⸣-ar-ṣum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 54,biluda,|PA.AN|,[up]-ša-šu-u₂
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c i 55,ŋarza₂,|PA.LUGAL|,[pa]-⸢ar-ṣum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 1,,|PA.DU@s|,
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 2,,|PA.X|,
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 3,,|PA.X|,
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 10,tu₅,|ŠU.NAGA|,[x]-⸢x-x-x⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 11,tu₅,|ŠU.NAGA|,⸢hi-tum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 12,ŋešpu₂,|ŠU.PAP.PAP|,⸢hu-ma-šum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 13,šu-ku₆,|ŠU.HA|,ba-hi-⸢ru-um⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 14,lirum,|ŠU.KAL|,⸢ša-ap⸣-ṣu₂-⸢um⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 15,lirum,|ŠU.KAL|,⸢ki-ri-im-mu⸣-[um]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 16,lirum,|ŠU.KAL|,ga-⸢me⸣-[rum]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 17,lirum,|ŠU.KAL|,mu-uš-tap-ṣu₂-[um]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 18,lirum,|ŠU.KAL|,le-hu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 19,dubul,|ŠU.BU|,e-le-pu
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 20,dubul,|ŠU.BU|,ma-a-ru
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 21,zipah₂,|ŠU.BAD|,u₂-ṭu₃-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 22,šu-min₃,⸢ŠU⸣-|U.U|,⸢šu⸣-mi-⸢in⸣-[nu]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 23,peš₁₄,|ŠU.KAD₅|,na-⸢pa⸣-[šum]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 24,peš₁₄,|ŠU.KAD₅|,⸢pa-ṣa-ṣu₂-um⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 25,tukum,|ŠU.GAR.TUR.LAL|,⸢su₂⸣-[ur]-ri
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 26,tukum-bi,|ŠU.GAR.TUR.LAL.BI|,[šum]-ma
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 27,piš₁₀,|KI.A|,[ki]-⸢ib-rum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 28,piš₁₀,|KI.A|,ka-⸢rum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 29,piš₁₀,|KI.A|,na-hal-lum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 30,piš₁₀,|KI.A|,sa₃-ah-sa₃-ha-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 31,šakanka,|KI.LAM|,ma-hi-rum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 32,ki-nud,⸢KI⸣-NA₂,ma-a-a-lum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 33,ki-tuš,⸢KI⸣-KU,šu-⸢ub⸣-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 34,ki-tuš,KI-⸢KU⸣,⸢mu-ša⸣-bu
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 35,{ki}kiši₄,|KI.SAG@n|,⸢mu-ut-ta⸣-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 36,,|KI.X|,⸢x⸣-[x]-⸢ar-kum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 37,eššeb,|KI.IB|,⸢hu-da⸣-du-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 38,gunni,|KI.NE|,⸢ki-nu⸣-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 39,nimur,|KI.NE|,⸢tu⸣-um-rum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 40,nimur,|KI.NE|,id-ra-a-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 41,ne₅,|KI.NE|,ki-nu-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 42,ŋešbun,|KI.BI.GAR|,ta-ku-ul-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 43,,KI-KAŠ-NI,⸢qe₂-ri⸣-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 44,garaš₂,|KI.KAL.BAD|,ka-ra-⸢šu⸣-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 45,igira₂{mušen},|KI.SAG.SAL|{mušen},i-gi-ru-u₂
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 46,,KI-LUGAL-DU,ma-an-<za>-az
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 47,,KI-EN-DU,ma-⸢la⸣-kum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 48,kissa,|KI.ŠEŠ.KAK.A|,ki-is₂-su-u₂
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 49,ugnim,|KI.SU.LU.EŠ₂.GAR|,um-ma-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 50,,KI-HU-KI-HU,a-ṣa-ar
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 51,ešemen₂,|KI.E.NE.DI.AN.MUŠ₃|,ki-ip-pu-⸢u₂⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 52,ešemen₂,|KI.E.NE.DI.AN.MUŠ₃|,⸢me⸣-lu-ul-ti
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,c ii 53,di-kud,|DI.TAR|,
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 7,{tug₂}pala₂,{[tug₂]}|NAM.EN|,
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 8,{tug₂}pala₃,{[tug₂]}|NAM.SAL.TUG₂|,⸢te⸣-[di-iq
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 9,{tug₂}aktum,{⸢tug₂⸣}|A.SU|,ṣa-⸢ap-šum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 10,,{tug₂}ballaₓ(|GAR.SAG.KEŠ₂.SAL|),hu-pu-[ru]-⸢um⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 11,abgal,|NUN.ME|,ap-kal-lum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 12,abrig,|NUN.ME.DU|,a-ab-⸢ri⸣-[ik]-⸢kum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 13,gašam,|NUN.ME.TAG|,ma-ri
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 14,gašam,|NUN.ME.TAG|,ši-⸢ip⸣-rum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 15,eridug{ki},|NUN.KI|,i-ri-du
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 16,gal₄-la,|SAL.LA|,u₂-ru
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 17,muru₅,|SAL.UD.EDIN|,e-⸢mu-um⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 18,mussa,|SAL.UŠ.DI|,e-⸢mu⸣-[um]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 19,munus-nita-dam,|SAL.UŠ.DAM|,⸢hi⸣-ir-⸢tum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 20,munus-nita-dam,|SAL.UŠ.DAM|,⸢ha⸣-wi-[rum]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 21,nig,|SAL.UR|,ka-[al-ba-tum]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 26,,|E₂.X.X|,
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 27,agrun,|E₂.NUN|,⸢ku-um⸣-[mu-um]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 28,agrun,|E₂.NUN|,bi-⸢it⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 29,arah₄,|E₂.UŠ.BU.DA|,na-aš-⸢pa-kum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 30,arah₄,|E₂.UŠ.BU.DA|,a-ra(TA-)⸢ah-hu⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 31,ašlug,|E₂.UŠ.BU.DA|,aš-lu-⸢ka⸣-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 32,šutum₂,|E₂.GI.NA.AB.U.GUD|,šu-⸢tum⸣-mu
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 33,e₂,|E₂.GIŠ.TUG₂.PI.AN.ŠE.NAGA|,bi-it
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 34,abul,|KA₂.GAL|,a-bu-⸢ul⸣-lum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 35,kid-ma₂-mah,|KID.MA₂.MAH|,⸢bu⸣-ru-u₂
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 36,kid-ma₂-šu₂-a,|KID.MA₂.ŠU₂|,ku-tum-mu
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 37,kid-ma₂-šu₂-a,|KID.MA₂.ŠU₂|,šu-up-⸢pa-tum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 38,arkab,|GAR.IB|,ar-⸢ka⸣-[bu]-⸢um⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 39,kadra,|GAR.ŠA₃.A|,⸢ṭa⸣-a-[tum]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 40,kadra₂,|GAR.ŠA₃|,⸢er-bu⸣-[um]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 41,ninda-kum₄,⸢GAR-UD⸣,na-⸢aš₂-pa-an-tum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 42,ninda,GAR-KASKAL-[LA],ṣi-di-⸢tum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 43,ninda,GAR-KASKAL-⸢LA⸣,a-ka-al
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 44,nindaba,|PAD.AN.MUŠ₃|,ni-in-da-bu-⸢u₂⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 45,ninnim₇,|PAD.AN.MUŠ₃|,ta-ak-li-im-⸢tum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 46,nibru{ki},|EN.KID|{ki},ni-ip-⸢pu-ru⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 47,ebih,|EN.TI|,e-bi-⸢ih⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 48,engiz,|EN.ME.GI₄|,en-gu-u₂
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 49,ensi,|EN.ME.LI|,en-su-u₂
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 50,ensi,|EN.ME.LI|,ša-i-lum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 51,ukurrim,|EN.ME.AN.MUŠ₃|,e-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 52,šennu,|EN.ME.AD.KU₃|,⸢e-nu-um⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 53,,nunuzziₓ(|EN.NU.NUNUZ.ZI.AN.UD|),⸢e⸣-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 54,,zirru(|EN.NU.NUNUZ.ZI.AN.ŠEŠ.KI|),e-nu-<um>
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 55,,eziₓ(|SAL.LAGAR|),e-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,d i 56,murub₂,|SAL.LAGAR|,pu-u₂
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. 1,56,,
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 8,enegi{ki},,⸢en-ni-gi⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 9,karkara{ki},,ka-⸢ar-ka-ra⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 10,{gi}buniŋ,{gi}|LAGAB×A|,ku-ni-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 11,{gi}gilim,,⸢ki⸣-li-bu
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 12,{gi}ušub,{⸢gi⸣}|SI.A|,a-da-at-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 13,{gi}henbur,,ha-ab-bu-ru
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 14,henbur₂,|ŠE.KAK|,ha-ab-bu-ru
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 15,{še}lillan,|ŠE.LUGAL|,li-la-a-nu-[um]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 16,ezina₂,|ŠE.ŠE.NUN&NUN|,aš₂-na-an
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 17,,⸢ŠE⸣-[BAR],uṭ-ṭe-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 18,{še}isin,{⸢še⸣}|PA.ŠE|,[i]-⸢se₂⸣-en-⸢nu⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 20,{tug₂}lamahuš,{[tug₂}|ZI&ZI.LAGAB|,[la-ma]-hu-šu
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 21,siki,|SIK₂.PA.IB|,⸢mu⸣-[ša]-a-ṭu₃
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 22,zulumhi,|SIK₂.SUD|,su₂(LA-)⸢lum-hu-u₂⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 23,zulumhi,|SIK₂.SUD|,it-qum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 24,zulumhi,|SIK₂.SUD|,ki-ti-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 25,{dug}lum₃,|DUG.DUG|,lum-⸢mu⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 26,{dug}lum₃,|DUG.DUG|,na-aš-pa-⸢kum⸣
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 27,{dug}šikin₂,|DUG.DUG|,ši-ki-in-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 28,{dug}lud,|DUG.DUG|,lu-ut-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 29,{dug}ursub₂,,hu-ur-hu-um-bu
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 30,{dug}zurzub₂,,ṣu₂-ur-ṣu₂-um-bu
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 31,{dug}silim₂,,hu-ub-ša-šum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 32,dida,|BI.U₂.SA|,bi-⸢il⸣-la-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 33,kurun,|BI.DIN|,ku-⸢ru-nu⸣-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 34,{kaš}ulušin₃,{kaš}|ZIZ₂.AN|,u₂-lu-ši-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 35,{kaš}ulušin₃,{kaš}|ZIZ₂.AN|,di-si₂-ip-⸢tu⸣-[uh-hu]
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 36,,dusuₓ(|ANŠE.IGI.DIB|),a-ga-lum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 37,{anše}nisku,,ni-is-qum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 38,,sisi(|ANŠE.KUR|),⸢si-su₂⸣-u₃
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 39,eme₆,|ANŠE.SAL|,⸢a-ta⸣-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 40,dur₃,|ANŠE.ARAD|,⸢mu⸣-rum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 41,šakkan₆,|ANŠE.ARAD|,ša-ak-ka-na-kum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 42,ibila,|TUR.UŠ|,⸢ap⸣-lum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 43,ban₃-da,TUR-DA,ek-du-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 44,ban₃-da,TUR-DA,ṣe-eh-rum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 45,ban₃-da,TUR-DA,ta-ši-im-tum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 46,genna,|TUR.DIŠ|,⸢la⸣-hu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 47,genna,|TUR.DIŠ|,ṣe-eh-rum
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 48,dabin,|EŠ₂.ŠE|,⸢ta⸣-pi₂-nu-um
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 49,⸢šu-niŋin,,
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 50,⸢x-x-x⸣-[...],DIŠ,
P447992,"OECT 04, 152",Old Babylonian,Kish,OB Diri Oxford,b.e. ii 51,šu,,
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 1',dungu,|IM.SI.A|,[er]-pe-[tum]
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 2',muru₉,|IM.DUGUD|,[im]-ba-[rum]
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 3',ulumaš,|IM.GAN₂.HI×NUN.ME.U|,[šar]
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 4',ulumaš₂,|IM.HI×NUN.ME.U.GAN₂|,[šar
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 5',muru₃{ki},,⸢mu-rum⸣
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 6',enegi{ki},,[en]-ni-⸢gi⸣
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 7',karkara{ki},,[ka]-ar-ka-⸢ra⸣
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 8',{gi}buniŋ,{⸢gi⸣}|LAGAB×A|,[ku]-⸢ni-nu⸣-um
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 9',{gi}gilim,,⸢gi⸣-li-bu
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 10',{gi}ušub,{⸢gi⸣}|SI.A|,⸢a-da⸣-at-tum
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 11',{gi}henbur,,⸢ha-ab⸣-bu-rum
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 12',henbur₂,|ŠE.KAK|,⸢ha-ab⸣-bu-rum
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 13',{še}lillan,|ŠE.LUGAL|,⸢li⸣-il-li-an-nu-um
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 14',ezina₂,|ŠE.ŠE.NUN&NUN|,⸢aš₂⸣-na-an
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 15',,[ŠE]-⸢BAR⸣,⸢uṭ-ṭe⸣-tum
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 16',{še}isin,{[še]}|PA.ŠE|,⸢si₂⸣-na-am
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 17',,|X.X.TUR.X|,⸢x-x-x⸣-ṣum
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 18',{tug₂}lamahuš,{[tug₂]}|ZI&ZI.LAGAB|,[la-ma-hu]-⸢šu⸣-um
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 19',siki,|SIK₂.PA.IB|,⸢mu⸣-[ša]-⸢a⸣-ṭu₃
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 20',zulumhi,|SIK₂.SUD|,⸢su₂-lum-hu⸣-u₂
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 21',zulumhi,|SIK₂.SUD|,⸢it⸣-qum
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 22',zulumhi,|SIK₂.SUD|,⸢ki-ti⸣-tum
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 23',{dug}lum₃,|DUG.DUG|,⸢lum⸣-mu
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 24',{dug}lum₃,|DUG.DUG|,⸢na⸣-aš₂-pa-kum
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 25',{dug}šikin₂,|DUG.DUG|,[ši]-⸢ki⸣-in-nu-um
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 26',{dug}lud,|DUG.DUG|,[lu]-ut-⸢tum⸣
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 27',{dug}ursub₂,,[hu-ur]-⸢hu-um⸣-bu-⸢um⸣
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 28',{dug}zurzub₂,,[ṣu₂-ur]-⸢ṣu₂-um-bu⸣
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 29',{dug}silim₂,,[hu-ub]-⸢ša-šum⸣
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 30',dida,|BI.U₂.SA|,[bi]-⸢il-la⸣-tum
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 31',kurun,|BI.DIN|,[ku]-ru-nu-um
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 32',{kaš}ulušin₃,|BI.ZIZ₂.AN|,⸢u₂⸣-lum-ši-in-⸢nu⸣
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 33',{kaš}ulušin₃,{[kaš}|ZIZ₂.AN|,⸢di-si₂⸣-ip-tu-uh-⸢hi⸣
P447993,"OECT 04, 153",Old Babylonian,Kish,OB Diri Oxford,a 34',,dusuₓ(|ANŠE.IGI.DIB|),[a]-⸢ga-lum⸣
