unicode_id,sign_grapheme,sign_source,sign_structure,structural_hint,component_position,sign_name,allograph_form,graphic_variant_id,sign_type,compound_form,compound_grapheme,compound_unicode,unicodeTrLit,syllabary_sign,typePhonetic_Version,phonetic_version,signList_analogue
U+12244,𒉄,OSL,compound,,2,|UM.NAGAR.BU|,,UMNAGARB_v1,Type_2,|UM.NAGAR.BU|,𒌝𒉄𒁍,U+1231D; U+12244; U+1204D,nagar,NAGAR,Attested Compound Reading,ildumₓ,
U+1204D,𒁍,OSL,compound,,3,|UM.NAGAR.BU|,,UMNAGARB_v1,Type_2,|UM.NAGAR.BU|,𒌝𒉄𒁍,U+1231D; U+12244; U+1204D,bu,BU,Attested Compound Reading,ildumₓ,
U+1231E,𒌞,OSL,atomic,,,|UM×LAGAB|,,UMLAGAB_v1,Type_1,,,,um × lagab,UM×LAGAB,Single Sign Reading,SAMAG5 | SUMUG5 | UM×LAGAB | samag5 | sumug5,
U+12398,𒎘,OSL,atomic,,,|UM×ME|,,UMME_v1,Type_1,,,,um × me,|UM×ME|,Single Sign Reading,,MZL488 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA315 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1231F,𒌟,OSL,atomic,,,|UM×(ME.DA)|,,UMMEDA_v1,Type_1,,,,um × me + da,UM×ME+DA,Single Sign Reading,EMEDA3 | UMMEDA2 | UM×ME+DA | emeda3 | ummeda2 | UM×MExDA,MZL241 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA137 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1207E,𒁾,OSL,compound,,1,|UM×ŠA₃|,|DUB×ŠA₃|,UMSA_v1,Type_2,|DUB×ŠA₃|,𒌠,U+1207E; U+122AE,dub,DUB,No Attested Compound Reading,,MZL244 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122AE,𒊮,OSL,compound,,2,|UM×ŠA₃|,|DUB×ŠA₃|,UMSA_v1,Type_2,|DUB×ŠA₃|,𒌠,U+1207E; U+122AE,sha₃,ŠA3,No Attested Compound Reading,,MZL244 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12321,𒌡,OSL,atomic,,,|UM×U|,,UMU_v1,Type_1,,,,um × u,UM×U,Single Sign Reading,SAMAG3 | SUMUG3 | UM×U | samag3 | sumug3,MZL239 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA135a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12321,𒌡,OSL,compound,,1,|UM×U.LAGAB|,,UMULAGAB_v1,Type_2,|UM×U.LAGAB|,𒌡𒆸,U+12321; U+121B8,um × u,UM×U,Attested Compound Reading,samag₄|sumug₄,
U+121B8,𒆸,OSL,compound,,2,|UM×U.LAGAB|,,UMULAGAB_v1,Type_2,|UM×U.LAGAB|,𒌡𒆸,U+12321; U+121B8,lagab,LAGAB,Attested Compound Reading,samag₄|sumug₄,
U+120F0,𒃰,OSL,compound,,1,UMBIN,|GAD.TAK₄.UR₂|,UMBIN_v1,Type_2,|GAD.TAK₄.UR₂|,𒃰𒋺𒌫,U+120F0; U+122FA; U+1232B,gad,GAD,Compound Nested in Longer Form,,LAK289 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL301 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES169 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL130 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL166 [Hittite period (~1650–1180 BCE) | Hittite]; KWU403 [Ur III (~2112–2004 BCE) | Administrative]; MZL160 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP062 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA092b [Standard Babylonian (any period) | Akkado-Babylonian]
U+122FA,𒋺,OSL,compound,,2,UMBIN,|GAD.TAK₄.UR₂|,UMBIN_v1,Type_2,|GAD.TAK₄.UR₂|,𒃰𒋺𒌫,U+120F0; U+122FA; U+1232B,tak₄,TAK4,Compound Nested in Longer Form,,LAK289 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL301 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES169 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL130 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL166 [Hittite period (~1650–1180 BCE) | Hittite]; KWU403 [Ur III (~2112–2004 BCE) | Administrative]; MZL160 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP062 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA092b [Standard Babylonian (any period) | Akkado-Babylonian]
U+1232B,𒌫,OSL,compound,,3,UMBIN,|GAD.TAK₄.UR₂|,UMBIN_v1,Type_2,|GAD.TAK₄.UR₂|,𒃰𒋺𒌫,U+120F0; U+122FA; U+1232B,ur₂,UR2,Compound Nested in Longer Form,,LAK289 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL301 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES169 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL130 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL166 [Hittite period (~1650–1180 BCE) | Hittite]; KWU403 [Ur III (~2112–2004 BCE) | Administrative]; MZL160 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP062 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA092b [Standard Babylonian (any period) | Akkado-Babylonian]
U+1232B,𒌫,OSL,compound,,1,UMBIN,|UR₂×TAK₄|,UMBIN_v2,Type_2,|UR₂×TAK₄|,󰁟,U+1232B; U+122FA,ur₂,UR2,Attested Compound Reading,umbinₓ,LAK289 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL301 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES169 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL130 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL166 [Hittite period (~1650–1180 BCE) | Hittite]; KWU403 [Ur III (~2112–2004 BCE) | Administrative]; MZL160 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP062 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA092b [Standard Babylonian (any period) | Akkado-Babylonian]
U+122FA,𒋺,OSL,compound,,2,UMBIN,|UR₂×TAK₄|,UMBIN_v2,Type_2,|UR₂×TAK₄|,󰁟,U+1232B; U+122FA,tak₄,TAK4,Attested Compound Reading,umbinₓ,LAK289 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL301 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES169 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL130 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL166 [Hittite period (~1650–1180 BCE) | Hittite]; KWU403 [Ur III (~2112–2004 BCE) | Administrative]; MZL160 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP062 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA092b [Standard Babylonian (any period) | Akkado-Babylonian]
U+12322,𒌢,OSL,compound,,1,|UMBIN×LU|,|UMBIN×MAŠ|,UMBINLU_v1,Type_2,|UMBIN×MAŠ|,𒌢𒈦,U+12322; U+12226,umbin,UMBIN,No Attested Compound Reading,,
U+12226,𒈦,OSL,compound,,2,|UMBIN×LU|,|UMBIN×MAŠ|,UMBINLU_v1,Type_2,|UMBIN×MAŠ|,𒌢𒈦,U+12322; U+12226,mash,MAŠ,No Attested Compound Reading,,
U+12323,𒌣,OSL,atomic,inherited_from_parent,,UMUM,DE₂,UMUM_v1,Type_3,,,,umum,UMUM,Single Sign Reading,SIMUG | UMUM | UMUN2 | simug | umum | umun2,LAK156^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY190 [Standard Babylonian (any period) | Akkadian syllabary]; RSP361bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK155 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL215^a [Old Babylonian (~2000–1600 BCE) | School texts]; BAU093 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU094 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES085 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL102 [Hittite period (~1650–1180 BCE) | Hittite]; KWU308 [Ur III (~2112–2004 BCE) | Administrative]; MZL547 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP361 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA338 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12323,󰁌,OSL,atomic,inherited_from_parent,,UMUM,UMUM@s,UMUM_v2,Type_3,,,,umum,UMUM,Single Sign Reading,SIMUG | UMUM | UMUN2 | simug | umum | umun2,LAK155 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL215^a [Old Babylonian (~2000–1600 BCE) | School texts]; BAU093 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU094 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES085 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL102 [Hittite period (~1650–1180 BCE) | Hittite]; KWU308 [Ur III (~2112–2004 BCE) | Administrative]; MZL547 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP361 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA338 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12323,𒌣,OSL,compound,,1,|UMUM×AN|,,UMUMAN_v1,Type_2,|UMUM×AN|,𒌣𒀭,U+12323; U+1202D,umum,UMUM,No Attested Compound Reading,,
U+1202D,𒀭,OSL,compound,,2,|UMUM×AN|,,UMUMAN_v1,Type_2,|UMUM×AN|,𒌣𒀭,U+12323; U+1202D,an,AN,No Attested Compound Reading,,
U+12323,𒌣,OSL,compound,,1,|UMUM×DUN₃@g|,,UMUMDUNG_v1,Type_2,|UMUM×DUN₃@g|,𒌣𒂆,U+12323; U+12086,umum,UMUM,Attested Compound Reading,agarinₓ|aŋarinₓ,
U+12086,𒂆,OSL,compound,,2,|UMUM×DUN₃@g|,,UMUMDUNG_v1,Type_2,|UMUM×DUN₃@g|,𒌣𒂆,U+12323; U+12086,dun₃ gunu,DUN3@g,Attested Compound Reading,agarinₓ|aŋarinₓ,
U+12323,𒌣,OSL,compound,,1,|UMUM×HA|,,UMUMHA_v1,Type_2,|UMUM×HA|,𒌣𒄩,U+12323; U+12129,umum,UMUM,Attested Compound Reading,agarinₓ|aŋarinₓ,ELLES086 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+12129,𒄩,OSL,compound,,2,|UMUM×HA|,,UMUMHA_v1,Type_2,|UMUM×HA|,𒌣𒄩,U+12323; U+12129,ha,HA,Attested Compound Reading,agarinₓ|aŋarinₓ,ELLES086 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+12325,𒌥,OSL,atomic,,,|UMUM×PA|,,UMUMPA_v1,Type_1,,,,umum × pa,UMUM×PA,Single Sign Reading,DEX(|UMUM×PA|) | UMUM×PA | dex(|UMUM×PA|),LAK156 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES087 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA338n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12328,𒌨,OSL,atomic,,,UR,,UR_v1,Type_1,,,,ur,UR,Single Sign Reading,A8 | AIA3 | AYA3 | DAS | DAŠ | DEŠ3 | DULX(UR) | KALBU | LI7 | LIK | LIQ | LU6 | NIGX(UR) | RU7 | SURX(UR) | TAN8 | TAS | TAZ | TAŞ | TAŠ | TAŠA | TEŠ2 | TIS2 | TIZ2 | TIŞ2 | TIŠ2 | UR | URA | URU13 | a8 | aia3 | aya3 | das | daš | deš3 | dulx(UR) | kalbu | li7 | lik | liq | lu6 | nigx(UR) | ru7 | surx(UR) | tan8 | tas | taz | taş | taš | taša | teš2 | tis2 | tiz2 | tiş2 | tiš2 | ur | ura | uru13 | ŠUZI | šuzi,LAK664 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL400 [Old Babylonian (~2000–1600 BCE) | School texts]; ASY310 [Standard Babylonian (any period) | Akkadian syllabary]; BAU284 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES323 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL311 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL051 [Hittite period (~1650–1180 BCE) | Hittite]; KWU852 [Ur III (~2112–2004 BCE) | Administrative]; MZL828 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE272 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP238 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA575 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA273 [Standard Babylonian (any period) | Akkadian syllabary]
U+12328,𒌨,OSL,compound,,1,|UR.A.EDIN|,,URAEDIN_v1,Type_2,|UR.A.EDIN|,𒌨𒀀𒂔,U+12328; U+12000; U+12094,ur,UR,Attested Compound Reading,teššela|teššeru,
U+12000,𒀀,OSL,compound,,2,|UR.A.EDIN|,,URAEDIN_v1,Type_2,|UR.A.EDIN|,𒌨𒀀𒂔,U+12328; U+12000; U+12094,a,A,Attested Compound Reading,teššela|teššeru,
U+12094,𒂔,OSL,compound,,3,|UR.A.EDIN|,,URAEDIN_v1,Type_2,|UR.A.EDIN|,𒌨𒀀𒂔,U+12328; U+12000; U+12094,edin,EDIN,Attested Compound Reading,teššela|teššeru,
U+12328,𒌨,OSL,compound,,1,|UR.MAH|,,URMAH_v1,Type_2,|UR.MAH|,𒌨𒈤,U+12328; U+12224,ur,UR,Attested Compound Reading,neša,ASY310a [Standard Babylonian (any period) | Akkadian syllabary]
U+12224,𒈤,OSL,compound,,2,|UR.MAH|,,URMAH_v1,Type_2,|UR.MAH|,𒌨𒈤,U+12328; U+12224,mah,MAH,Attested Compound Reading,neša,ASY310a [Standard Babylonian (any period) | Akkadian syllabary]
U+12328,𒌨,OSL,compound,,1,|UR×A|,,URA_v1,Type_2,|UR×A|,𒌨𒀀,U+12328; U+12000,ur,UR,Attested Compound Reading,dulₓ,
U+12000,𒀀,OSL,compound,,2,|UR×A|,,URA_v1,Type_2,|UR×A|,𒌨𒀀,U+12328; U+12000,a,A,Attested Compound Reading,dulₓ,
U+12328,𒌨,OSL,compound,,1,|UR×AL|,,URAL_v1,Type_2,|UR×AL|,𒌨𒀠,U+12328; U+12020,ur,UR,Attested Compound Reading,suhušₓ,
U+12020,𒀠,OSL,compound,,2,|UR×AL|,,URAL_v1,Type_2,|UR×AL|,𒌨𒀠,U+12328; U+12020,al,AL,Attested Compound Reading,suhušₓ,
U+12328,𒌨,OSL,compound,,1,|UR×DIŠ|,,URDIS_v1,Type_2,|UR×DIŠ|,𒌨𒁹,U+12328; U+12079,ur,UR,No Attested Compound Reading,,
U+12079,𒁹,OSL,compound,,2,|UR×DIŠ|,,URDIS_v1,Type_2,|UR×DIŠ|,𒌨𒁹,U+12328; U+12079,dish,DIŠ,No Attested Compound Reading,,
,,OSL,not_identified,phonetic_via_ogsl,,|UR×(DIŠ.DIŠ.DIŠ)|,,URDISDIS_v1,Type_3,,,,,,No Sign Identity,dulₓ,
U+12328,𒌨,OSL,compound,,1,|UR×KASKAL|,,URKASKAL_v1,Type_2,|UR×KASKAL|,𒌨𒆜,U+12328; U+1219C,ur,UR,No Attested Compound Reading,,
U+1219C,𒆜,OSL,compound,,2,|UR×KASKAL|,,URKASKAL_v1,Type_2,|UR×KASKAL|,𒌨𒆜,U+12328; U+1219C,kaskal,KASKAL,No Attested Compound Reading,,
U+12328,𒌨,OSL,compound,,1,|UR×MIN|,,URMIN_v1,Type_2,|UR×MIN|,𒌨𒈫,U+12328; U+1222B,ur,UR,Attested Compound Reading,dulₓ,
U+1222B,𒈫,OSL,compound,,2,|UR×MIN|,,URMIN_v1,Type_2,|UR×MIN|,𒌨𒈫,U+12328; U+1222B,min,MIN,Attested Compound Reading,dulₓ,
U+12328,𒌨,OSL,compound,,1,|UR×SAG|,,URSAG_v1,Type_2,|UR×SAG|,𒌨𒊕,U+12328; U+12295,ur,UR,Attested Compound Reading,gudaₓ,
U+12295,𒊕,OSL,compound,,2,|UR×SAG|,,URSAG_v1,Type_2,|UR×SAG|,𒌨𒊕,U+12328; U+12295,sag,SAG,Attested Compound Reading,gudaₓ,
U+12328,𒌨,OSL,compound,,1,|UR×ŠU|,,URSU_v1,Type_2,|UR×ŠU|,𒌨𒋗,U+12328; U+122D7,ur,UR,Attested Compound Reading,šuziₓ,
U+122D7,𒋗,OSL,compound,,2,|UR×ŠU|,,URSU_v1,Type_2,|UR×ŠU|,𒌨𒋗,U+12328; U+122D7,shu,ŠU,Attested Compound Reading,šuziₓ,
U+12328,𒌨,OSL,compound,,1,|UR%UR|,|UR&UR|,URUR_v1,Type_2,|UR&UR|,𒌩,U+12328; U+12328,ur,UR,Attested Compound Reading,lirum₈|ur-ur,ABZL252 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL051 [Hittite period (~1650–1180 BCE) | Hittite]; SLLHA575a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12328,𒌨,OSL,compound,,2,|UR%UR|,|UR&UR|,URUR_v1,Type_2,|UR&UR|,𒌩,U+12328; U+12328,ur,UR,Attested Compound Reading,lirum₈|ur-ur,ABZL252 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL051 [Hittite period (~1650–1180 BCE) | Hittite]; SLLHA575a [Standard Babylonian (any period) | Akkado-Babylonian]
,,OSL,not_identified,,,UR@180,,UR180_v1,Type_3,,,,,,No Sign Identity,,
U+1232A,𒌪,OSL,atomic,,,UR@s,,URS_v1,Type_1,,,,ur sheshig,UR@s,Single Sign Reading,dul₉ | šudul₅ | šudun₅ | šutul₅ | šutun₅ | tul₇ | ṭul₄,ABZL220 [Old Babylonian (~2000–1600 BCE) | School texts]; KWU855 [Ur III (~2112–2004 BCE) | Administrative]; MZL829 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA575b [Standard Babylonian (any period) | Akkado-Babylonian]
U+1232B,𒌫,OSL,atomic,,,UR₂,,UR_v1,Type_1,,,,ur₂,UR2,Single Sign Reading,UR2 | URU8 | ur2 | uru8,LAK479 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY131 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL072 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU382 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES250 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL226 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL124 [Hittite period (~1650–1180 BCE) | Hittite]; KWU736 [Ur III (~2112–2004 BCE) | Administrative]; MZL341 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE277 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP376 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA203 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA114 [Standard Babylonian (any period) | Akkadian syllabary]
U+1232B,𒌫,OSL,compound,,1,|UR₂.U₂|,,URU_v1,Type_2,|UR₂.U₂|,𒌫𒌑,U+1232B; U+12311,ur₂,UR2,Attested Compound Reading,urumₓ,
U+12311,𒌑,OSL,compound,,2,|UR₂.U₂|,,URU_v1,Type_2,|UR₂.U₂|,𒌫𒌑,U+1232B; U+12311,u₂,U2,Attested Compound Reading,urumₓ,
U+1232B,𒌫,OSL,compound,,1,|UR₂×A|,|UR₂×AŠ|,URA_v1,Type_2,|UR₂×AŠ|,𒌫𒀸,U+1232B; U+12038,ur₂,UR2,Attested Compound Reading,urumₓ,ZATU589 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+12038,𒀸,OSL,compound,,2,|UR₂×A|,|UR₂×AŠ|,URA_v1,Type_2,|UR₂×AŠ|,𒌫𒀸,U+1232B; U+12038,ash,AŠ,Attested Compound Reading,urumₓ,ZATU589 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
,𒌬,OSL,not_identified,compound_unresolved,,|UR₂×(A.HA)|,|UR₂×(HA.A)|,URAHA_v1,Type_3,,,,,,No Sign Identity,,MZL346 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA204c [Standard Babylonian (any period) | Akkado-Babylonian]
U+1232D,𒌭,OSL,atomic,,,|UR₂×(A.NA)|,,URANA_v1,Type_1,,,,ur₂ × a + na,UR2×A+NA,Single Sign Reading,UR2×A+NA | UR2×AxNA,
U+1232E,𒌮,OSL,atomic,,,|UR₂×AL|,,URAL_v1,Type_1,,,,ur₂ × al,UR2×AL,Single Sign Reading,UR2×AL,MZL343 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA204n [Standard Babylonian (any period) | Akkado-Babylonian]
U+1232B,𒌫,OSL,compound,,1,|UR₂×AŠ₂|,,URAS_v1,Type_2,|UR₂×AŠ₂|,𒌫𒀾,U+1232B; U+1203E,ur₂,UR2,No Attested Compound Reading,,
U+1203E,𒀾,OSL,compound,,2,|UR₂×AŠ₂|,,URAS_v1,Type_2,|UR₂×AŠ₂|,𒌫𒀾,U+1232B; U+1203E,ash₂,AŠ2,No Attested Compound Reading,,
U+1232B,𒌫,OSL,compound,,1,|UR₂×BAR|,,URBAR_v1,Type_2,|UR₂×BAR|,𒌫𒁇,U+1232B; U+12047,ur₂,UR2,No Attested Compound Reading,,
U+12047,𒁇,OSL,compound,,2,|UR₂×BAR|,,URBAR_v1,Type_2,|UR₂×BAR|,𒌫𒁇,U+1232B; U+12047,bar,BAR,No Attested Compound Reading,,
U+1232B,𒌫,OSL,compound,,1,|UR₂×GAD|,,URGAD_v1,Type_2,|UR₂×GAD|,𒌫𒃰,U+1232B; U+120F0,ur₂,UR2,No Attested Compound Reading,,
U+120F0,𒃰,OSL,compound,,2,|UR₂×GAD|,,URGAD_v1,Type_2,|UR₂×GAD|,𒌫𒃰,U+1232B; U+120F0,gad,GAD,No Attested Compound Reading,,
U+1232B,𒌫,OSL,compound,,1,|UR₂×GAN₂@t|,,URGANT_v1,Type_2,|UR₂×GAN₂@t|,𒌫𒃸,U+1232B; U+120F8,ur₂,UR2,Attested Compound Reading,umbinₓ|ušbarₓ,
U+120F8,𒃸,OSL,compound,,2,|UR₂×GAN₂@t|,,URGANT_v1,Type_2,|UR₂×GAN₂@t|,𒌫𒃸,U+1232B; U+120F8,gan₂ tenu,GAN2@t,Attested Compound Reading,umbinₓ|ušbarₓ,
,,OSL,not_identified,phonetic_via_ogsl,,|UR₂×(GI.IDIM)|,,URGIIDIM_v1,Type_3,,,,,,No Sign Identity,gidimₓ,
U+1232F,𒌯,OSL,atomic,,,|UR₂×HA|,,URHA_v1,Type_1,,,,ur₂ × ha,UR2×HA,Single Sign Reading,EREN8 | ERIM7 | ERIN9 | UR2×HA | URUM4 | URUX(|UR2×HA|) | eren8 | erim7 | erin9 | urum4 | urux(|UR2×HA|),KWU169 [Ur III (~2112–2004 BCE) | Administrative]; MZL347 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA204d [Standard Babylonian (any period) | Akkado-Babylonian]
U+1232B,𒌫,OSL,compound,,1,|UR₂×KAL|,,URKAL_v1,Type_2,|UR₂×KAL|,𒌫𒆗,U+1232B; U+12197,ur₂,UR2,No Attested Compound Reading,,
U+12197,𒆗,OSL,compound,,2,|UR₂×KAL|,,URKAL_v1,Type_2,|UR₂×KAL|,𒌫𒆗,U+1232B; U+12197,kal,KAL,No Attested Compound Reading,,
U+12330,𒌰,OSL,atomic,,,|UR₂×NUN|,,URNUN_v1,Type_1,,,,ur₂ × nun,UR2×NUN,Single Sign Reading,UR2×NUN | UŠBAR | UŠBUR | ušbar | ušbur,ABZL073 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL342 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA204v [Standard Babylonian (any period) | Akkado-Babylonian]
U+1232B,𒌫,OSL,compound,,1,|UR₂×PA|,,URPA_v1,Type_2,|UR₂×PA|,𒌫𒉺,U+1232B; U+1227A,ur₂,UR2,No Attested Compound Reading,,
U+1227A,𒉺,OSL,compound,,2,|UR₂×PA|,,URPA_v1,Type_2,|UR₂×PA|,𒌫𒉺,U+1232B; U+1227A,pa,PA,No Attested Compound Reading,,
U+F005F,,OSL,compound,,1,|UR₂×TAK₄.SU|,,URTAKSU_v1,Type_2,|UR₂×TAK₄.SU|,󰁟𒋢,U+F005F; U+122E2,,,Attested Compound Reading,umbinₓ,
U+122E2,𒋢,OSL,compound,,2,|UR₂×TAK₄.SU|,,URTAKSU_v1,Type_2,|UR₂×TAK₄.SU|,󰁟𒋢,U+F005F; U+122E2,su,SU,Attested Compound Reading,umbinₓ,
U+1232B,𒌫,OSL,compound,,1,|UR₂×U|,,URU_v1,Type_2,|UR₂×U|,𒌫𒌋,U+1232B; U+1230B,ur₂,UR2,Compound Nested in Longer Form,,
U+1230B,𒌋,OSL,compound,,2,|UR₂×U|,,URU_v1,Type_2,|UR₂×U|,𒌫𒌋,U+1232B; U+1230B,u,U,Compound Nested in Longer Form,,
U+12331,𒌱,OSL,atomic,,,|UR₂×U₂|,,URU_v1,Type_1,,,,ur₂ × u₂,UR2×U2,Single Sign Reading,UR2×U2 | URUM8 | UŠBAR7 | UŠBUR7 | urum8 | ušbar7 | ušbur7,LAK482 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL074 [Old Babylonian (~2000–1600 BCE) | School texts]; KWU170 [Ur III (~2112–2004 BCE) | Administrative]; MZL344 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA204a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12332,𒌲,OSL,atomic,,,|UR₂×(U₂.AŠ)|,,URUAS_v1,Type_1,,,,ur₂ × u₂ + ash,UR2×U2+AŠ,Single Sign Reading,MURU4 | MURUM4 | UR2×U2+AŠ | UR9 | URU7 | URUM2 | UŠBAR3 | UŠBUR3 | muru4 | murum4 | ur9 | uru7 | urum2 | ušbar3 | ušbur3 | UR2×U2xAŠ,MZL345 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA204b [Standard Babylonian (any period) | Akkado-Babylonian]
U+12333,𒌳,OSL,atomic,,,|UR₂×(U₂.BI)|,,URUBI_v1,Type_1,,,,ur₂ × u₂ + bi,UR2×U2+BI,Single Sign Reading,AR... | UR2×U2+BI | ar... | UR2×U2xBI,
U+1253D,𒔽,OSL,atomic,,,|UR₂×UD|,,URUD_v1,Type_1,,,,ur₂ × ud,|UR₂×UD|,Single Sign Reading,,LAK480 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
,,OSL,not_identified,compound_unresolved,,|UR₂×X|,,URX_v1,Type_3,,,,,,No Sign Identity,,
U+1232B,𒌫,OSL,compound,,1,|UR₂×ZI|,,URZI_v1,Type_2,|UR₂×ZI|,𒌫𒍣,U+1232B; U+12363,ur₂,UR2,No Attested Compound Reading,,
U+12363,𒍣,OSL,compound,,2,|UR₂×ZI|,,URZI_v1,Type_2,|UR₂×ZI|,𒌫𒍣,U+1232B; U+12363,zi,ZI,No Attested Compound Reading,,
,,OSL,not_identified,phonetic_via_ogsl,,UR₂@g,,URG_v1,Type_3,,,,,,No Sign Identity,ur₂@g,KWU737 [Ur III (~2112–2004 BCE) | Administrative]
U+1253C,𒔼,OSL,atomic,,,UR₂@h,,URH_v1,Type_1,,,,ur₂ inv.,UR₂@h,Single Sign Reading,,
